ID,Kernel Name,Compute throughput,SM,Memory throughput,DRAM throughput,Achieved occupancy,Maximum occupancy,L1 hit rate,L2 hit rate
204,vectorized_elementwise_kernel,0.02,108,0.47,0.09,6.21,100,0,93.05
205,vectorized_elementwise_kernel,7.01,108,43.82,36.82,73.56,100,0,51.55
206,vectorized_elementwise_kernel,6.48,108,87.31,87.31,92.16,100,0,49.07
207,vectorized_elementwise_kernel,6.43,108,87.41,87.41,91.92,100,0,48.86
208,vectorized_elementwise_kernel,7.85,108,86.67,86.67,92.03,100,0,48.94
209,vectorized_elementwise_kernel,8.56,108,83.94,83.94,88.64,100,0,61.71
210,vectorized_elementwise_kernel,8.64,108,83.57,83.57,88.60,100,0,61.63
211,vectorized_elementwise_kernel,8.53,108,84.07,84.07,88.57,100,0,61.55
212,vectorized_elementwise_kernel,8.59,108,84.46,84.46,88.53,100,0,61.62
213,vectorized_elementwise_kernel,6.46,108,87.22,87.22,92.52,100,0,48.60
214,vectorized_elementwise_kernel,6.44,108,86.01,86.01,91.85,100,27.53,44.21
215,vectorized_elementwise_kernel,8.54,108,84.23,84.23,88.37,100,0,61.78
216,vectorized_elementwise_kernel,6.44,108,86.12,86.12,91.67,100,27.48,44.31
217,ampere_sgemm_128x32_tn,89.05,108,80.29,2.40,45.64,50,0.13,96.91
218,ampere_sgemm_64x32_sliced1x4_nt,92.92,108,52.99,6.38,23.89,25,0.08,82.72
219,reduce_kernel,11.28,108,58.75,58.75,58.16,62.50,4.89,20.79
220,vectorized_elementwise_kernel,0.04,108,0.63,0.21,6.11,100,0,88.14
221,vectorized_elementwise_kernel,6.97,108,43.64,36.61,73.64,100,0,51.41
222,layer_norm_grad_input_kernel_vectorized,37.63,108,64.89,64.89,65.13,75,44.15,54.19
223,GammaBetaBackwardCUDAKernel_32x32,12.00,108,38.13,38.13,49.91,100,0.09,18.90
224,vectorized_elementwise_kernel,6.47,108,71.64,71.64,87.99,100,29.30,40.69
225,vectorized_elementwise_kernel,0.02,108,0.44,0.09,6.21,100,0,94.38
226,vectorized_elementwise_kernel,0.02,108,0.46,0.09,6.21,100,0,95.98
227,vectorized_elementwise_kernel,15.17,108,68.33,68.33,85.07,100,0,54.20
228,ampere_sgemm_128x32_tn,87.68,108,80.12,2.44,45.64,50,0.52,97.40
229,ampere_sgemm_64x32_sliced1x4_nt,82.08,108,46.77,5.97,20.84,25,0.08,81.34
230,reduce_kernel,9.04,108,32.80,32.80,41.86,62.50,8.27,7.04
231,vectorized_elementwise_kernel,0.02,108,0.47,0.09,6.21,100,0,91.50
232,vectorized_elementwise_kernel,3.92,108,22.85,18.42,42.33,100,0,53.48
233,vectorized_elementwise_kernel,6.37,108,73.82,73.82,88.21,100,0,46.09
234,reduce_kernel,75.68,108,23.97,23.97,90.16,100,10.44,8.65
235,elementwise_kernel,6.11,108,11.94,3.18,20.30,100,0,87.25
236,vectorized_elementwise_kernel,14.21,108,24.22,4.36,9.10,100,0,100.96
237,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,36.76,108,29.99,11.10,12.19,12.50,16.96,81.85
238,CatArrayBatchedCopy_aligned16_contig,58.11,108,74.52,74.52,90.84,100,60.00,62.94
239,ampere_sgemm_128x32_tn,88.68,108,80.07,2.21,45.65,50,0.18,97.49
240,ampere_sgemm_128x32_sliced1x4_nt,98.08,108,40.39,4.94,12.50,12.50,0,84.35
241,reduce_kernel,11.77,108,51.90,51.90,55.85,62.50,6.37,19.63
242,vectorized_elementwise_kernel,0.04,108,0.59,0.17,6.18,100,0,85.62
243,vectorized_elementwise_kernel,6.40,108,39.31,32.79,67.87,100,0,51.89
244,layer_norm_grad_input_kernel_vectorized,37.69,108,64.95,64.95,65.04,75,44.52,53.70
245,GammaBetaBackwardCUDAKernel_32x32,11.79,108,37.98,37.98,49.91,100,0.09,18.77
246,vectorized_elementwise_kernel,6.43,108,71.05,71.05,87.86,100,29.17,41.06
247,vectorized_elementwise_kernel,0.02,108,0.41,0.08,6.19,100,0,92.55
248,vectorized_elementwise_kernel,0.02,108,0.47,0.09,6.20,100,0,91.82
249,vectorized_elementwise_kernel,14.89,108,68.06,68.06,84.89,100,0,54.38
250,ampere_sgemm_128x64_tn,95.85,108,48.15,2.06,23.96,25,0.36,98.60
251,ampere_sgemm_128x128_nt,98.48,108,31.89,3.97,23.45,25,0.04,78.25
252,reduce_kernel,9.41,108,32.10,32.10,41.41,62.50,8.30,7.02
253,vectorized_elementwise_kernel,0.02,108,0.47,0.09,6.07,100,0,89.67
254,vectorized_elementwise_kernel,7.08,108,44.06,36.99,73.55,100,0,51.74
255,vectorized_elementwise_kernel,6.40,108,86.78,86.78,92.40,100,0,49.14
256,vectorized_elementwise_kernel,6.46,108,87.21,87.21,91.97,100,0,48.76
257,vectorized_elementwise_kernel,7.86,108,87.31,87.31,91.86,100,0,48.76
258,vectorized_elementwise_kernel,8.51,108,84.10,84.10,89.38,100,0,61.73
259,vectorized_elementwise_kernel,8.57,108,84.58,84.58,88.60,100,0,61.54
260,vectorized_elementwise_kernel,8.50,108,83.38,83.38,88.41,100,0,61.61
261,vectorized_elementwise_kernel,8.56,108,84.30,84.30,89.37,100,0,61.50
262,vectorized_elementwise_kernel,6.44,108,86.88,86.88,92.52,100,0,48.68
263,vectorized_elementwise_kernel,6.43,108,86.41,86.41,92.29,100,27.36,44.25
264,vectorized_elementwise_kernel,8.55,108,84.20,84.20,88.63,100,0,61.87
265,vectorized_elementwise_kernel,6.46,108,85.97,85.97,92.37,100,27.53,44.28
266,ampere_sgemm_128x32_tn,89.09,108,80.33,2.38,45.64,50,0.13,96.87
267,ampere_sgemm_64x32_sliced1x4_nt,92.92,108,52.98,6.38,23.88,25,0.08,82.75
268,reduce_kernel,11.59,108,58.44,58.44,57.92,62.50,4.89,20.81
269,vectorized_elementwise_kernel,0.04,108,0.60,0.21,6.15,100,0,81.27
270,vectorized_elementwise_kernel,7.06,108,43.96,36.89,73.41,100,0,51.66
271,layer_norm_grad_input_kernel_vectorized,37.32,108,64.87,64.87,65.10,75,44.67,54.52
272,GammaBetaBackwardCUDAKernel_32x32,11.99,108,38.26,38.26,49.91,100,0.09,18.57
273,vectorized_elementwise_kernel,6.38,108,72.24,72.24,87.79,100,29.27,40.58
274,vectorized_elementwise_kernel,0.02,108,0.43,0.08,6.20,100,0,89.64
275,vectorized_elementwise_kernel,0.02,108,0.46,0.09,6.21,100,0,87.02
276,vectorized_elementwise_kernel,15.04,108,68.43,68.43,85.16,100,0,54.50
277,ampere_sgemm_128x32_tn,87.64,108,80.09,2.46,45.64,50,0.53,97.40
278,ampere_sgemm_64x32_sliced1x4_nt,82.03,108,46.75,6.00,20.85,25,0.09,81.44
279,reduce_kernel,9.45,108,32.10,32.10,41.53,62.50,8.26,7.03
280,vectorized_elementwise_kernel,0.02,108,0.46,0.09,6.21,100,0,89.14
281,vectorized_elementwise_kernel,4.05,108,22.68,18.28,42.72,100,0,54.13
282,vectorized_elementwise_kernel,6.38,108,75.15,75.15,87.83,100,0,45.89
283,reduce_kernel,75.83,108,23.98,23.98,90.17,100,10.44,9.05
284,elementwise_kernel,6.08,108,12.26,3.24,20.32,100,0,86.92
285,vectorized_elementwise_kernel,14.21,108,24.18,4.41,9.10,100,0,100.41
286,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,36.81,108,30.02,11.79,12.13,12.50,16.84,82.04
287,CatArrayBatchedCopy_aligned16_contig,57.60,108,74.40,74.40,90.77,100,60.00,63.04
288,ampere_sgemm_128x32_tn,88.68,108,80.06,2.21,45.65,50,0.18,97.25
289,ampere_sgemm_128x32_sliced1x4_nt,98.05,108,40.38,4.94,12.50,12.50,0,84.70
290,reduce_kernel,11.80,108,51.81,51.81,55.11,62.50,6.37,19.62
291,vectorized_elementwise_kernel,0.04,108,0.57,0.17,6.16,100,0,86.00
292,vectorized_elementwise_kernel,6.05,108,39.17,32.67,66.64,100,0,51.92
293,layer_norm_grad_input_kernel_vectorized,37.42,108,65.36,65.36,64.94,75,44.09,55.24
294,GammaBetaBackwardCUDAKernel_32x32,12.02,108,38.13,38.13,49.91,100,0.09,18.95
295,vectorized_elementwise_kernel,6.45,108,72.62,72.62,88.04,100,28.56,40.45
296,vectorized_elementwise_kernel,0.02,108,0.40,0.08,6.18,100,0,90.84
297,vectorized_elementwise_kernel,0.02,108,0.44,0.08,6.19,100,0,89.90
298,vectorized_elementwise_kernel,15.51,108,68.18,68.18,85.11,100,0,54.70
299,ampere_sgemm_128x64_tn,95.87,108,48.16,2.06,23.96,25,0.36,98.60
300,ampere_sgemm_128x128_nt,98.49,108,31.89,3.98,23.45,25,0.05,78.35
301,reduce_kernel,9.49,108,33.71,33.71,41.74,62.50,8.28,7.02
302,vectorized_elementwise_kernel,0.02,108,0.46,0.09,6.21,100,0,90.95
303,vectorized_elementwise_kernel,7.05,108,38.34,38.34,73.96,100,0,51.43
304,vectorized_elementwise_kernel,6.43,108,87.32,87.32,92.04,100,0,49.17
305,vectorized_elementwise_kernel,6.46,108,86.81,86.81,92.46,100,0,48.74
306,vectorized_elementwise_kernel,7.84,108,86.75,86.75,91.90,100,0,48.72
307,vectorized_elementwise_kernel,8.61,108,84.16,84.16,88.45,100,0,61.66
308,vectorized_elementwise_kernel,8.55,108,84.42,84.42,88.58,100,0,61.92
309,vectorized_elementwise_kernel,8.55,108,83.26,83.26,89.21,100,0,61.62
310,vectorized_elementwise_kernel,8.56,108,84.24,84.24,88.38,100,0,61.81
311,vectorized_elementwise_kernel,6.41,108,87.17,87.17,91.97,100,0,48.81
312,vectorized_elementwise_kernel,6.46,108,85.89,85.89,91.96,100,27.73,44.27
313,vectorized_elementwise_kernel,8.61,108,83.99,83.99,88.40,100,0,61.68
314,vectorized_elementwise_kernel,6.45,108,86.15,86.15,91.83,100,27.50,44.34
315,ampere_sgemm_128x32_tn,89.03,108,80.27,2.38,45.63,50,0.13,96.94
316,ampere_sgemm_64x32_sliced1x4_nt,92.91,108,52.98,6.37,23.89,25,0.08,82.66
317,reduce_kernel,11.03,108,57.38,57.38,55.90,62.50,4.90,20.60
318,vectorized_elementwise_kernel,0.04,108,0.59,0.21,6.14,100,0,80.30
319,vectorized_elementwise_kernel,7.20,108,38.01,38.01,72.90,100,0,51.20
320,layer_norm_grad_input_kernel_vectorized,37.14,108,65.89,65.89,65.06,75,44.54,53.91
321,GammaBetaBackwardCUDAKernel_32x32,12.01,108,38.35,38.35,49.91,100,0.09,18.45
322,vectorized_elementwise_kernel,6.51,108,71.99,71.99,87.38,100,29.35,40.70
323,vectorized_elementwise_kernel,0.02,108,0.47,0.09,6.20,100,0,92.16
324,vectorized_elementwise_kernel,0.02,108,0.45,0.08,6.19,100,0,92.22
325,vectorized_elementwise_kernel,15.40,108,67.75,67.75,85.02,100,0,54.02
326,ampere_sgemm_128x32_tn,87.69,108,80.14,2.45,45.64,50,0.52,97.42
327,ampere_sgemm_64x32_sliced1x4_nt,82.35,108,46.93,5.96,20.82,25,0.08,81.73
328,reduce_kernel,9.44,108,32.14,32.14,41.68,62.50,8.29,6.91
329,vectorized_elementwise_kernel,0.02,108,0.46,0.08,6.22,100,0,88.07
330,vectorized_elementwise_kernel,3.98,108,22.43,18.10,42.80,100,0,53.68
331,vectorized_elementwise_kernel,6.32,108,73.76,73.76,87.49,100,0,45.90
332,reduce_kernel,75.61,108,23.96,23.96,90.16,100,10.44,8.62
333,elementwise_kernel,6.10,108,12.46,3.19,20.31,100,0,86.55
334,vectorized_elementwise_kernel,14.20,108,24.15,4.43,9.10,100,0,100.66
335,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,36.58,108,29.82,11.11,12.16,12.50,17.04,82.11
336,CatArrayBatchedCopy_aligned16_contig,57.30,108,74.69,74.69,90.84,100,60.00,62.60
337,ampere_sgemm_128x32_tn,88.68,108,80.07,2.21,45.65,50,0.17,97.20
338,ampere_sgemm_128x32_sliced1x4_nt,98.08,108,40.39,4.95,12.50,12.50,0,84.67
339,reduce_kernel,11.77,108,50.68,50.68,58.62,62.50,6.38,19.40
340,vectorized_elementwise_kernel,0.04,108,0.53,0.17,6.20,100,0,85.35
341,vectorized_elementwise_kernel,6.38,108,33.02,33.02,66.16,100,0,51.53
342,layer_norm_grad_input_kernel_vectorized,37.04,108,65.05,65.05,65.16,75,44.18,53.11
343,GammaBetaBackwardCUDAKernel_32x32,12.11,108,38.35,38.35,49.91,100,0.09,18.76
344,vectorized_elementwise_kernel,6.45,108,71.83,71.83,87.44,100,29.57,40.63
345,vectorized_elementwise_kernel,0.02,108,0.45,0.08,6.05,100,0,89.88
346,vectorized_elementwise_kernel,0.02,108,0.46,0.09,6.20,100,0,89.40
347,vectorized_elementwise_kernel,15.16,108,66.90,66.90,85.22,100,0,53.71
348,ampere_sgemm_128x64_tn,95.86,108,48.15,2.06,23.96,25,0.36,98.58
349,ampere_sgemm_128x128_nt,98.49,108,31.89,3.95,23.45,25,0.04,78.22
350,reduce_kernel,8.90,108,33.38,33.38,41.34,62.50,8.28,7.30
351,vectorized_elementwise_kernel,0.02,108,0.46,0.08,6.22,100,0,88.00
352,vectorized_elementwise_kernel,7.09,108,37.54,37.54,73.14,100,0,51.89
353,vectorized_elementwise_kernel,6.42,108,86.74,86.74,92.05,100,0,49.01
354,vectorized_elementwise_kernel,6.45,108,87.05,87.05,92.03,100,0,48.91
355,vectorized_elementwise_kernel,7.85,108,87.46,87.46,91.88,100,0,48.75
356,vectorized_elementwise_kernel,8.60,108,84.07,84.07,88.87,100,0,61.68
357,vectorized_elementwise_kernel,8.62,108,84.45,84.45,88.59,100,0,61.63
358,vectorized_elementwise_kernel,8.48,108,83.07,83.07,88.49,100,0,61.54
359,vectorized_elementwise_kernel,8.50,108,84.31,84.31,88.62,100,0,61.60
360,vectorized_elementwise_kernel,6.43,108,86.84,86.84,91.99,100,0,48.94
361,vectorized_elementwise_kernel,6.45,108,85.97,85.97,91.77,100,27.75,44.31
362,vectorized_elementwise_kernel,8.56,108,84.02,84.02,88.60,100,0,61.75
363,vectorized_elementwise_kernel,6.47,108,86.51,86.51,91.87,100,27.38,44.04
364,ampere_sgemm_128x32_tn,89.03,108,80.27,2.37,45.64,50,0.13,96.88
365,ampere_sgemm_64x32_sliced1x4_nt,92.90,108,52.97,6.37,23.89,25,0.09,82.65
366,reduce_kernel,10.95,108,57.27,57.27,54.38,62.50,4.91,20.71
367,vectorized_elementwise_kernel,0.04,108,0.57,0.21,6.19,100,0,85.53
368,vectorized_elementwise_kernel,7.14,108,37.30,37.30,73.59,100,0,52.09
369,layer_norm_grad_input_kernel_vectorized,37.10,108,65.78,65.78,65.17,75,44.37,53.69
370,GammaBetaBackwardCUDAKernel_32x32,12.11,108,38.67,38.67,49.91,100,0.09,18.77
371,vectorized_elementwise_kernel,6.44,108,71.80,71.80,88.30,100,29.39,40.83
372,vectorized_elementwise_kernel,0.02,108,0.46,0.09,6.19,100,0,89.58
373,vectorized_elementwise_kernel,0.02,108,0.46,0.09,6.20,100,0,90.52
374,vectorized_elementwise_kernel,15.22,108,68.26,68.26,84.76,100,0,54.20
375,ampere_sgemm_128x32_tn,87.71,108,80.17,2.45,45.64,50,0.52,97.56
376,ampere_sgemm_64x32_sliced1x4_nt,82.28,108,46.89,5.97,20.85,25,0.09,81.57
377,reduce_kernel,9.13,108,31.68,31.68,41.57,62.50,8.27,6.97
378,vectorized_elementwise_kernel,0.02,108,0.47,0.09,6.21,100,0,89.87
379,vectorized_elementwise_kernel,4.03,108,18.98,18.51,42.44,100,0,54.50
380,vectorized_elementwise_kernel,6.33,108,74.49,74.49,88.13,100,0,46.48
381,reduce_kernel,75.76,108,24.10,24.10,90.18,100,10.44,8.53
382,elementwise_kernel,6.07,108,12.32,3.16,20.36,100,0,86.31
383,vectorized_elementwise_kernel,14.20,108,24.15,4.40,9.07,100,0,98.82
384,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,36.61,108,29.83,11.43,12.16,12.50,17.04,81.66
385,CatArrayBatchedCopy_aligned16_contig,57.75,108,74.61,74.61,90.67,100,60.00,62.87
386,ampere_sgemm_128x32_tn,88.58,108,79.98,2.21,45.65,50,0.18,97.27
387,ampere_sgemm_128x32_sliced1x4_nt,98.06,108,40.38,4.95,12.50,12.50,0,84.85
388,reduce_kernel,11.67,108,49.90,49.90,59.29,62.50,6.37,20.09
389,vectorized_elementwise_kernel,0.04,108,0.57,0.17,6.19,100,0,82.97
390,vectorized_elementwise_kernel,6.42,108,31.92,31.92,66.37,100,0,51.41
391,layer_norm_grad_input_kernel_vectorized,37.31,108,65.14,65.14,65.09,75,44.65,53.92
392,GammaBetaBackwardCUDAKernel_32x32,12.06,108,37.67,37.67,49.91,100,0.09,19.01
393,vectorized_elementwise_kernel,6.47,108,72.54,72.54,87.90,100,29.46,40.38
394,vectorized_elementwise_kernel,0.02,108,0.42,0.08,6.18,100,0,90.47
395,vectorized_elementwise_kernel,0.02,108,0.45,0.08,6.04,100,0,90.61
396,vectorized_elementwise_kernel,15.10,108,66.73,66.73,85.05,100,0,54.51
397,ampere_sgemm_128x64_tn,95.86,108,48.15,2.05,23.96,25,0.37,98.53
398,ampere_sgemm_128x128_nt,98.50,108,31.89,3.97,23.45,25,0.04,78.33
399,reduce_kernel,9.51,108,31.96,31.96,41.68,62.50,8.28,7.16
400,vectorized_elementwise_kernel,0.02,108,0.45,0.10,6.22,100,0,91.32
401,vectorized_elementwise_kernel,6.76,108,36.11,36.11,74.33,100,0,51.44
402,vectorized_elementwise_kernel,6.48,108,86.81,86.81,92.00,100,0,48.97
403,vectorized_elementwise_kernel,6.47,108,86.22,86.22,92.07,100,0,48.77
404,vectorized_elementwise_kernel,7.81,108,87.19,87.19,91.92,100,0,48.83
405,vectorized_elementwise_kernel,8.58,108,84.10,84.10,89.45,100,0,61.57
406,vectorized_elementwise_kernel,8.49,108,84.02,84.02,88.43,100,0,61.64
407,vectorized_elementwise_kernel,8.46,108,83.67,83.67,88.37,100,0,61.41
408,vectorized_elementwise_kernel,8.58,108,83.93,83.93,88.82,100,0,61.79
409,vectorized_elementwise_kernel,6.45,108,87.21,87.21,91.95,100,0,48.44
410,vectorized_elementwise_kernel,6.45,108,86.22,86.22,92.36,100,27.70,44.27
411,vectorized_elementwise_kernel,8.57,108,84.02,84.02,88.56,100,0,61.69
412,vectorized_elementwise_kernel,6.46,108,86.45,86.45,92.30,100,27.64,44.07
413,ampere_sgemm_128x32_tn,89.03,108,80.27,2.39,45.64,50,0.13,96.87
414,ampere_sgemm_64x32_sliced1x4_nt,92.92,108,52.99,6.37,23.89,25,0.08,82.86
415,reduce_kernel,11.52,108,58.66,58.66,56.10,62.50,4.91,21.15
416,vectorized_elementwise_kernel,0.04,108,0.63,0.22,6.19,100,0,86.36
417,vectorized_elementwise_kernel,7.15,108,36.42,36.42,74.66,100,0,51.27
418,layer_norm_grad_input_kernel_vectorized,37.28,108,65.37,65.37,65.15,75,44.17,53.32
419,GammaBetaBackwardCUDAKernel_32x32,11.84,108,38.25,38.25,49.91,100,0.09,18.64
420,vectorized_elementwise_kernel,6.48,108,71.55,71.55,87.83,100,28.90,40.63
421,vectorized_elementwise_kernel,0.02,108,0.45,0.09,6.19,100,0,90.82
422,vectorized_elementwise_kernel,0.02,108,0.47,0.09,6.19,100,0,93.12
423,vectorized_elementwise_kernel,15.15,108,68.39,68.39,84.64,100,0,54.32
424,ampere_sgemm_128x32_tn,87.62,108,80.07,2.46,45.63,50,0.52,97.38
425,ampere_sgemm_64x32_sliced1x4_nt,82.02,108,46.74,6.01,20.84,25,0.08,81.44
426,reduce_kernel,9.09,108,33.49,33.49,41.49,62.50,8.29,6.76
427,vectorized_elementwise_kernel,0.02,108,0.48,0.09,6.21,100,0,91.46
428,vectorized_elementwise_kernel,3.98,108,18.95,18.47,42.58,100,0,52.95
429,vectorized_elementwise_kernel,6.30,108,75.37,75.37,87.93,100,0,45.84
430,reduce_kernel,75.57,108,24.02,24.02,90.20,100,10.44,8.70
431,elementwise_kernel,5.93,108,11.99,3.14,20.39,100,0,87.62
432,vectorized_elementwise_kernel,14.20,108,24.15,4.37,9.06,100,0,99.35
433,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,37.68,108,30.73,11.17,12.20,12.50,17.03,81.65
434,CatArrayBatchedCopy_aligned16_contig,57.49,108,74.25,74.25,90.91,100,60.00,63.00
435,ampere_sgemm_128x32_tn,88.59,108,79.99,2.21,45.65,50,0.18,97.29
436,ampere_sgemm_128x32_sliced1x4_nt,98.05,108,40.38,4.94,12.50,12.50,0,84.52
437,reduce_kernel,11.86,108,51.88,51.88,56.80,62.50,6.38,19.62
438,vectorized_elementwise_kernel,0.04,108,0.52,0.16,6.20,100,0,84.09
439,vectorized_elementwise_kernel,6.45,108,38.89,32.47,67.48,100,0,51.56
440,layer_norm_grad_input_kernel_vectorized,37.36,108,65.84,65.84,65.13,75,44.59,54.29
441,GammaBetaBackwardCUDAKernel_32x32,12.17,108,38.41,38.41,49.91,100,0.09,19.08
442,vectorized_elementwise_kernel,6.47,108,72.11,72.11,88.28,100,29.35,40.33
443,vectorized_elementwise_kernel,0.02,108,0.47,0.09,6.20,100,0,92.66
444,vectorized_elementwise_kernel,0.02,108,0.47,0.08,6.19,100,0,89.72
445,vectorized_elementwise_kernel,15.03,108,67.75,67.75,84.39,100,0,54.32
446,ampere_sgemm_128x64_tn,95.86,108,48.15,2.06,23.96,25,0.36,98.55
447,ampere_sgemm_128x128_nt,98.49,108,31.89,4.00,23.45,25,0.04,78.54
448,reduce_kernel,9.06,108,31.63,31.63,41.43,62.50,8.28,7.11
449,vectorized_elementwise_kernel,0.02,108,0.46,0.08,6.22,100,0,89.24
450,vectorized_elementwise_kernel,7.16,108,44.68,37.56,72.74,100,0,51.61
451,vectorized_elementwise_kernel,6.45,108,87.02,87.02,91.91,100,0,48.92
452,vectorized_elementwise_kernel,6.47,108,86.92,86.92,91.90,100,0,48.82
453,vectorized_elementwise_kernel,7.85,108,87.00,87.00,91.93,100,0,48.74
454,vectorized_elementwise_kernel,8.53,108,84.25,84.25,88.66,100,0,61.63
455,vectorized_elementwise_kernel,8.59,108,84.32,84.32,88.64,100,0,61.23
456,vectorized_elementwise_kernel,8.48,108,83.37,83.37,88.29,100,0,61.67
457,vectorized_elementwise_kernel,8.60,108,84.08,84.08,88.70,100,0,61.63
458,vectorized_elementwise_kernel,6.43,108,87.05,87.05,91.83,100,0,48.86
459,vectorized_elementwise_kernel,6.44,108,86.00,86.00,91.88,100,27.03,44.25
460,vectorized_elementwise_kernel,8.64,108,84.44,84.44,88.40,100,0,61.68
461,vectorized_elementwise_kernel,6.44,108,85.87,85.87,91.79,100,27.53,44.34
462,ampere_sgemm_128x32_tn,89.06,108,80.29,2.40,45.63,50,0.13,96.87
463,ampere_sgemm_64x32_sliced1x4_nt,92.88,108,52.96,6.38,23.88,25,0.08,82.76
464,reduce_kernel,11.31,108,58.56,58.56,59.43,62.50,4.91,20.82
465,vectorized_elementwise_kernel,0.04,108,0.61,0.21,6.19,100,0,84.38
466,vectorized_elementwise_kernel,7.04,108,44.39,37.30,72.74,100,0,51.26
467,layer_norm_grad_input_kernel_vectorized,37.19,108,65.93,65.93,65.01,75,44.41,53.65
468,GammaBetaBackwardCUDAKernel_32x32,12.21,108,37.55,37.55,49.91,100,0.09,18.68
469,vectorized_elementwise_kernel,6.44,108,71.03,71.03,87.14,100,28.76,40.59
470,vectorized_elementwise_kernel,0.02,108,0.47,0.08,6.20,100,0,89.27
471,vectorized_elementwise_kernel,0.02,108,0.46,0.08,6.19,100,0,90.26
472,vectorized_elementwise_kernel,15.22,108,68.33,68.33,84.66,100,0,53.91
473,ampere_sgemm_128x32_tn,87.62,108,80.07,2.45,45.64,50,0.52,97.33
474,ampere_sgemm_64x32_sliced1x4_nt,82.16,108,46.82,5.99,20.84,25,0.07,81.48
475,reduce_kernel,9.44,108,33.84,33.84,41.68,62.50,8.30,6.94
476,vectorized_elementwise_kernel,0.02,108,0.48,0.09,6.21,100,0,91.26
477,vectorized_elementwise_kernel,4.03,108,22.86,18.47,43.51,100,0,53.81
478,vectorized_elementwise_kernel,6.29,108,74.62,74.62,88.00,100,0,45.95
479,reduce_kernel,75.71,108,23.95,23.95,90.17,100,10.44,8.53
480,elementwise_kernel,6.05,108,12.28,3.17,20.36,100,0,86.96
481,vectorized_elementwise_kernel,14.20,108,24.15,4.44,9.06,100,0,100.21
482,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,37.01,108,30.18,11.37,12.17,12.50,17.01,81.51
483,CatArrayBatchedCopy_aligned16_contig,57.91,108,74.96,74.96,90.88,100,60.00,62.78
484,ampere_sgemm_128x32_tn,88.65,108,80.04,2.21,45.64,50,0.18,97.33
485,ampere_sgemm_128x32_sliced1x4_nt,98.07,108,40.39,4.94,12.50,12.50,0,84.17
486,reduce_kernel,11.75,108,51.09,51.09,56.47,62.50,6.37,19.80
487,vectorized_elementwise_kernel,0.04,108,0.54,0.17,6.12,100,0,88.17
488,vectorized_elementwise_kernel,6.31,108,39.06,32.57,66.65,100,0,51.85
489,layer_norm_grad_input_kernel_vectorized,37.15,108,65.47,65.47,65.11,75,44.54,53.22
490,GammaBetaBackwardCUDAKernel_32x32,12.10,108,37.63,37.63,49.91,100,0.09,18.96
491,vectorized_elementwise_kernel,6.43,108,71.21,71.21,87.44,100,29.34,40.88
492,vectorized_elementwise_kernel,0.02,108,0.42,0.08,6.20,100,0,89.83
493,vectorized_elementwise_kernel,0.02,108,0.46,0.08,6.20,100,0,89.36
494,vectorized_elementwise_kernel,15.13,108,67.59,67.59,84.85,100,0,54.35
495,ampere_sgemm_128x64_tn,95.87,108,48.16,2.06,23.96,25,0.36,98.83
496,ampere_sgemm_128x128_nt,98.49,108,31.89,3.95,23.45,25,0.04,78.02
497,reduce_kernel,9.39,108,33.48,33.48,41.10,62.50,8.28,7.27
498,vectorized_elementwise_kernel,0.02,108,0.47,0.09,6.22,100,0,92.18
499,vectorized_elementwise_kernel,6.89,108,43.87,36.81,73.24,100,0,52.04
500,vectorized_elementwise_kernel,6.43,108,87.18,87.18,92.05,100,0,49.13
501,vectorized_elementwise_kernel,6.48,108,86.93,86.93,92.01,100,0,48.92
502,vectorized_elementwise_kernel,7.78,108,87.33,87.33,92.01,100,0,48.82
503,vectorized_elementwise_kernel,8.56,108,84.14,84.14,88.50,100,0,61.71
504,vectorized_elementwise_kernel,8.58,108,84.22,84.22,88.49,100,0,61.49
505,vectorized_elementwise_kernel,8.55,108,83.58,83.58,89.27,100,0,61.35
506,vectorized_elementwise_kernel,8.54,108,84.20,84.20,88.63,100,0,61.71
507,vectorized_elementwise_kernel,6.47,108,86.63,86.63,92.11,100,0,48.69
508,vectorized_elementwise_kernel,6.43,108,86.03,86.03,91.90,100,27.70,44.31
509,vectorized_elementwise_kernel,8.56,108,84.10,84.10,88.76,100,0,61.83
510,vectorized_elementwise_kernel,6.42,108,86.09,86.09,91.98,100,27.54,44.25
511,ampere_sgemm_128x32_tn,89.08,108,80.31,2.38,45.63,50,0.13,96.76
512,ampere_sgemm_64x32_sliced1x4_nt,92.87,108,52.96,6.38,23.88,25,0.09,82.85
513,reduce_kernel,11.07,108,55.59,55.59,55.87,62.50,4.90,21.07
514,vectorized_elementwise_kernel,0.04,108,0.61,0.21,6.13,100,0,85.56
515,vectorized_elementwise_kernel,6.99,108,44.04,36.95,73.55,100,0,51.42
516,layer_norm_grad_input_kernel_vectorized,37.76,108,65.75,65.75,65.18,75,44.36,54.16
517,GammaBetaBackwardCUDAKernel_32x32,12.17,108,37.91,37.91,49.92,100,0.09,18.75
