0,1784744311450546354,1784744348032124404,36581578050
128,1784744348129486356,1784744364641800039,16512313683
256,1784744364740523757,1784744381345195989,16604672232
384,1784744381444138173,1784744398054183839,16610045666
512,1784744398152107441,1784744414735176325,16583068884
640,1784744414834857550,1784744431411205100,16576347550
768,1784744431508989226,1784744448159395792,16650406566
896,1784744448260854155,1784744464841973746,16581119591
