Kernel Name,Compute throughput,Memory throughput,DRAM throughput,Achieved occupancy,Maximum occupancy,L1 hit rate,L2 hit rate
sm90_xmma_gemm_bf16f32_bf16f32_f32_nt_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,66.39,60.34,46.72,18.40,18.75,0,61.82
reduce_kernel,19.09,30.52,30.52,50.31,56.25,13.21,17.04
unrolled_elementwise_kernel,0.21,5.51,0.29,6.29,100,40.00,93.62
reduce_kernel,10.46,84.50,84.50,99.88,100,0,4.96
vectorized_elementwise_kernel,0.01,9.86,0.04,4.51,100,33.33,100.19
vectorized_elementwise_kernel,11.68,87.50,87.50,83.22,100,43.08,51.59
cuComputePartGradGammaBeta,55.73,84.53,46.42,57.65,62.50,76.97,12.03
cuComputeGradGammaBeta,12.05,8.99,8.99,34.98,50,0,40.01
cuComputeGradInput,30.14,43.80,43.80,48.19,56.25,70.32,26.25
vectorized_elementwise_kernel,21.49,84.44,84.44,81.49,100,31.09,35.11
unrolled_elementwise_kernel,0.53,5.42,0.50,6.28,100,40,89.92
unrolled_elementwise_kernel,0.54,5.50,0.50,5.94,100,40,89.49
vectorized_elementwise_kernel,0.01,11.20,0.03,6.46,100,0,99.87
kernel5,31.75,59.93,59.93,45.71,56.25,11.46,52.13
unrolled_elementwise_kernel,0.54,5.52,0.50,5.97,100,40,88.50
sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x256x64_warpgroupsize2x1x1_execute_segment_k_off_kernel__51_cublas,92.28,58.19,35.44,15.64,18.75,72.12,61.89
sm90_xmma_gemm_bf16f32_bf16f32_f32_nt_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,66.28,60.12,49.98,18.17,18.75,0,59.90
reduce_kernel,9.85,83.36,83.36,86.04,100,0.00,4.54
vectorized_elementwise_kernel,0.01,9.69,0.05,4.56,100,33.33,100.78
vectorized_elementwise_kernel,11.57,89.02,89.02,84.69,100,42.97,50.91
kernel6,73.68,65.42,65.42,85.86,100,21.13,37.69
reduce_kernel,19.78,31.82,31.82,48.27,56.25,13.53,17.76
unrolled_elementwise_kernel,0.28,5.58,0.34,6.00,100,40,93.25
sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,86.57,65.99,37.39,17.41,18.75,0,69.76
sm90_xmma_gemm_bf16f32_bf16f32_f32_nt_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,65.31,59.38,49.36,18.47,18.75,0,59.80
reduce_kernel,8.61,72.78,72.78,92.08,100,0.00,3.43
vectorized_elementwise_kernel,0.01,9.96,0.05,5.58,100,33.33,99.49
vectorized_elementwise_kernel,11.56,88.16,88.16,84.18,100,43.13,50.96
cuComputePartGradGammaBeta,56.15,85.16,46.47,57.89,62.50,76.97,11.40
cuComputeGradGammaBeta,11.95,8.95,8.95,33.70,50,0,39.22
cuComputeGradInput,30.67,44.44,44.44,48.11,56.25,70.34,26.10
vectorized_elementwise_kernel,21.30,83.46,83.46,81.46,100,31.17,35.14
unrolled_elementwise_kernel,0.55,5.83,0.51,6.57,100,40,91.74
unrolled_elementwise_kernel,0.53,5.46,0.49,6.23,100,40,91.60
vectorized_elementwise_kernel,0.01,11.20,0.04,6.18,100,0,98.40
kernel5,31.90,60.40,60.40,45.68,56.25,11.48,51.55
unrolled_elementwise_kernel,0.53,5.47,0.49,6.29,100,40,91.33
sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x256x64_warpgroupsize2x1x1_execute_segment_k_off_kernel__51_cublas,65.62,42.95,16.78,15.66,18.75,0,74.83
sm90_xmma_gemm_bf16f32_bf16f32_f32_nt_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,66.79,60.65,36.54,17.71,18.75,0,70.12
sm90_xmma_gemm_bf16bf16_bf16f32_f32_nt_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,34.38,67.75,67.75,13.50,18.75,0,38.67
sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,33.12,53.54,47.28,17.77,18.75,0,92.94
vectorized_elementwise_kernel,30.37,86.51,86.51,79.16,100,0,43.14
scaled_upper_triang_masked_softmax_warp_backward,18.43,47.21,47.21,16.84,18.75,21.53,51.59
sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,34.86,68.21,68.21,14.01,18.75,0,36.30
vectorized_elementwise_kernel,14.75,28.34,27.44,59.39,100,0,54.93
sm90_xmma_gemm_bf16bf16_bf16f32_f32_nt_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,34.52,68.01,68.01,13.98,18.75,0,39.50
vectorized_elementwise_kernel,14.60,28.24,27.08,58.32,100,0,53.82
CatArrayBatchedCopy,66.57,46.78,13.06,80.25,100,6.31,79.92
sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,85.80,65.74,29.51,17.43,18.75,0,66.24
sm90_xmma_gemm_bf16f32_bf16f32_f32_nt_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,66.45,60.38,46.97,18.41,18.75,0,61.90
reduce_kernel,19.71,31.56,31.56,52.01,56.25,13.52,17.32
unrolled_elementwise_kernel,0.21,5.65,0.29,6.58,100,40.00,94.79
reduce_kernel,10.44,84.30,84.30,98.27,100,0,4.88
vectorized_elementwise_kernel,0.01,9.88,0.05,4.23,100,33.33,99.29
vectorized_elementwise_kernel,11.68,87.61,87.61,83.37,100,43.10,51.44
cuComputePartGradGammaBeta,55.92,84.81,46.57,57.76,62.50,76.97,11.29
cuComputeGradGammaBeta,12.30,9.16,9.16,37.32,50,0,40.00
cuComputeGradInput,30.42,44.43,44.43,47.96,56.25,70.23,26.13
vectorized_elementwise_kernel,21.50,84.33,84.33,82.17,100,31.17,35.28
unrolled_elementwise_kernel,0.54,5.47,0.50,6.53,100,40,90.71
unrolled_elementwise_kernel,0.54,5.53,0.50,5.99,100,40,91.03
vectorized_elementwise_kernel,0.01,11.05,0.03,6.34,100,0,100.49
kernel5,31.76,59.75,59.75,44.72,56.25,11.45,52.12
unrolled_elementwise_kernel,0.54,5.52,0.51,6.17,100,40,90.00
sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x256x64_warpgroupsize2x1x1_execute_segment_k_off_kernel__51_cublas,68.68,43.31,29.20,15.65,18.75,72.12,57.88
sm90_xmma_gemm_bf16f32_bf16f32_f32_nt_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,67.40,61.11,50.05,18.21,18.75,0,59.71
reduce_kernel,9.91,84.41,84.41,83.42,100,0.00,4.11
vectorized_elementwise_kernel,0.01,10.07,0.05,4.26,100,33.33,99.33
vectorized_elementwise_kernel,11.50,88.55,88.55,83.37,100,42.96,51.18
kernel6,71.02,63.51,63.51,86.38,100,21.17,37.81
reduce_kernel,19.93,32.05,32.05,49.19,56.25,13.60,17.81
unrolled_elementwise_kernel,0.28,5.66,0.34,5.92,100,40,93.54
sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,86.64,66.06,34.36,17.42,18.75,0,72.80
sm90_xmma_gemm_bf16f32_bf16f32_f32_nt_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,65.79,59.79,49.42,18.25,18.75,0,59.54
reduce_kernel,8.58,73.04,73.04,92.53,100,0.00,3.70
vectorized_elementwise_kernel,0.01,10.14,0.05,4.75,100,33.33,99.35
vectorized_elementwise_kernel,11.60,88.20,88.20,84.06,100,42.99,51.01
cuComputePartGradGammaBeta,55.76,84.56,46.51,57.21,62.50,76.98,10.69
cuComputeGradGammaBeta,12.32,9.13,9.13,33.08,50,0,39.44
cuComputeGradInput,30.34,44.01,44.01,48.02,56.25,70.30,25.77
vectorized_elementwise_kernel,21.55,84.40,84.40,81.75,100,31.15,34.88
unrolled_elementwise_kernel,0.52,5.26,0.48,6.53,100,40,89.63
unrolled_elementwise_kernel,0.54,5.54,0.51,6.07,100,40,90.39
vectorized_elementwise_kernel,0.01,10.59,0.03,6.12,100,0,99.68
kernel5,31.60,59.62,59.62,44.16,56.25,11.47,52.12
unrolled_elementwise_kernel,0.52,5.35,0.48,6.26,100,40,87.98
sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x256x64_warpgroupsize2x1x1_execute_segment_k_off_kernel__51_cublas,65.90,43.71,16.79,15.65,18.75,0,74.61
sm90_xmma_gemm_bf16f32_bf16f32_f32_nt_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,66.57,60.47,36.45,17.65,18.75,0,70.20
sm90_xmma_gemm_bf16bf16_bf16f32_f32_nt_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,34.14,66.98,66.98,13.75,18.75,0,38.50
sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,32.71,52.30,46.83,17.87,18.75,0,93.10
vectorized_elementwise_kernel,30.43,86.62,86.62,80.17,100,0,42.82
scaled_upper_triang_masked_softmax_warp_backward,18.07,46.56,46.56,16.47,18.75,22.50,51.64
sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,33.41,65.63,65.63,13.79,18.75,0,37.00
vectorized_elementwise_kernel,14.96,28.97,27.81,59.74,100,0,55.09
sm90_xmma_gemm_bf16bf16_bf16f32_f32_nt_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,34.45,67.69,67.69,13.90,18.75,0,39.58
vectorized_elementwise_kernel,15.00,28.89,27.74,60.49,100,0,53.76
CatArrayBatchedCopy,66.66,47.44,13.04,80.05,100,6.32,79.79
sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,85.93,65.84,29.80,17.41,18.75,0,65.85
sm90_xmma_gemm_bf16f32_bf16f32_f32_nt_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,67.33,61.19,47.04,18.28,18.75,0,62.04
reduce_kernel,19.53,31.20,31.20,53.01,56.25,13.25,17.07
unrolled_elementwise_kernel,0.20,5.31,0.28,6.13,100,40.00,93.79
reduce_kernel,10.39,84.03,84.03,98.65,100,0,5.19
vectorized_elementwise_kernel,0.01,9.97,0.05,4.67,100,33.33,98.31
vectorized_elementwise_kernel,11.68,87.45,87.45,83.54,100,43.27,51.47
cuComputePartGradGammaBeta,55.90,84.78,46.68,57.43,62.50,76.98,12.52
cuComputeGradGammaBeta,12.05,8.95,8.95,31.95,50,0,38.87
cuComputeGradInput,30.46,44.33,44.33,47.89,56.25,70.31,26.35
vectorized_elementwise_kernel,21.49,84.21,84.21,83.66,100,31.16,34.99
unrolled_elementwise_kernel,0.53,5.53,0.50,6.33,100,40,91.63
unrolled_elementwise_kernel,0.54,5.53,0.50,6.62,100,40,90.18
vectorized_elementwise_kernel,0.01,11.33,0.04,6.23,100,0,100.54
kernel5,31.04,58.79,58.79,43.88,56.25,11.48,51.85
unrolled_elementwise_kernel,0.54,5.63,0.50,5.70,100,40,94.36
sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x256x64_warpgroupsize2x1x1_execute_segment_k_off_kernel__51_cublas,68.33,43.09,27.98,15.65,18.75,72.12,59.41
sm90_xmma_gemm_bf16f32_bf16f32_f32_nt_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,66.77,60.57,50.34,18.09,18.75,0,60.15
reduce_kernel,10.08,84.68,84.68,86.36,100,0.00,3.23
vectorized_elementwise_kernel,0.01,10.00,0.05,3.89,100,33.33,101.47
vectorized_elementwise_kernel,11.47,88.40,88.40,84.00,100,42.98,50.83
kernel6,74.01,65.61,65.61,85.74,100,21.04,37.47
reduce_kernel,19.74,31.71,31.71,47.53,56.25,13.62,17.91
unrolled_elementwise_kernel,0.27,5.56,0.33,5.90,100,40,94.76
sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,86.60,66.02,34.24,17.43,18.75,0,68.11
sm90_xmma_gemm_bf16f32_bf16f32_f32_nt_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,65.79,59.81,49.45,18.28,18.75,0,59.71
reduce_kernel,8.59,73.02,73.02,92.82,100,0.00,3.56
vectorized_elementwise_kernel,0.01,9.80,0.04,5.22,100,33.33,99.41
vectorized_elementwise_kernel,11.54,87.91,87.91,84.40,100,43.04,50.84
cuComputePartGradGammaBeta,55.74,84.54,46.50,57.50,62.50,76.97,10.94
cuComputeGradGammaBeta,12.31,9.21,9.21,33.33,50,0,40.72
cuComputeGradInput,30.36,44.21,44.21,47.76,56.25,70.30,25.80
vectorized_elementwise_kernel,21.88,85.48,85.48,83.25,100,31.17,35.10
unrolled_elementwise_kernel,0.54,5.47,0.50,6.08,100,40,87.86
unrolled_elementwise_kernel,0.55,5.65,0.51,6.27,100,40,92.46
vectorized_elementwise_kernel,0.01,11.05,0.03,6.10,100,0,98.11
kernel5,31.61,59.78,59.78,44.96,56.25,11.47,51.94
unrolled_elementwise_kernel,0.53,5.42,0.49,5.89,100,40,91.94
sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x256x64_warpgroupsize2x1x1_execute_segment_k_off_kernel__51_cublas,65.72,42.82,16.82,15.64,18.75,0,74.43
sm90_xmma_gemm_bf16f32_bf16f32_f32_nt_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,66.22,60.14,35.99,17.70,18.75,0,69.59
sm90_xmma_gemm_bf16bf16_bf16f32_f32_nt_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,34.90,68.31,68.31,13.84,18.75,0,39.12
sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,32.91,53.19,47.32,17.91,18.75,0,91.63
vectorized_elementwise_kernel,30.24,85.87,85.87,80.14,100,0,42.81
scaled_upper_triang_masked_softmax_warp_backward,18.16,46.76,46.76,16.50,18.75,21.54,51.76
sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,33.31,65.73,65.73,13.89,18.75,0,36.87
vectorized_elementwise_kernel,14.64,28.14,27.09,61.22,100,0,53.86
sm90_xmma_gemm_bf16bf16_bf16f32_f32_nt_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,35.05,68.97,68.97,13.95,18.75,0,39.68
vectorized_elementwise_kernel,14.71,28.20,27.19,57.12,100,0,53.81
CatArrayBatchedCopy,67.33,47.02,13.04,80.91,100,6.42,81.39
sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,85.75,65.69,27.37,17.43,18.75,0,69.02
sm90_xmma_gemm_bf16f32_bf16f32_f32_nt_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,67.33,61.20,47.01,18.33,18.75,0,62.45
reduce_kernel,19.84,31.57,31.57,51.46,56.25,13.26,16.48
unrolled_elementwise_kernel,0.21,5.59,0.29,6.13,100,40.00,93.88
reduce_kernel,10.41,84.09,84.09,99.50,100,0,5.12
vectorized_elementwise_kernel,0.01,9.90,0.05,3.85,100,33.33,99.25
vectorized_elementwise_kernel,11.60,86.82,86.82,83.68,100,43.13,51.32
cuComputePartGradGammaBeta,55.40,84.03,46.15,57.97,62.50,76.97,12.33
cuComputeGradGammaBeta,12.42,9.27,9.24,33.04,50,0,41.03
cuComputeGradInput,30.67,44.37,44.37,48.18,56.25,70.36,25.94
vectorized_elementwise_kernel,21.78,85.27,85.27,81.46,100,31.13,34.99
unrolled_elementwise_kernel,0.55,5.63,0.51,6.36,100,40,90.94
unrolled_elementwise_kernel,0.55,5.62,0.51,6.21,100,40,92.41
vectorized_elementwise_kernel,0.01,10.40,0.03,6.91,100,0,99.40
kernel5,31.31,59.24,59.24,44.87,56.25,11.48,51.70
unrolled_elementwise_kernel,0.55,5.70,0.52,6.24,100,40,91.46
sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x256x64_warpgroupsize2x1x1_execute_segment_k_off_kernel__51_cublas,92.07,58.06,35.30,15.66,18.75,72.12,62.59
sm90_xmma_gemm_bf16f32_bf16f32_f32_nt_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,67.75,61.49,50.37,18.34,18.75,0,60.16
reduce_kernel,10.06,83.70,83.70,85.45,100,0.00,4.25
vectorized_elementwise_kernel,0.01,9.84,0.05,4.48,100,33.33,99.11
vectorized_elementwise_kernel,11.55,88.94,88.94,83.94,100,42.94,50.90
kernel6,71.32,63.16,63.16,85.89,100,21.06,38.14
reduce_kernel,19.26,30.88,30.88,48.47,56.25,13.54,17.75
unrolled_elementwise_kernel,0.27,5.43,0.33,6.38,100,40,92.93
sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,86.65,66.05,34.04,17.43,18.75,0,71.04
sm90_xmma_gemm_bf16f32_bf16f32_f32_nt_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,65.52,59.57,49.56,18.39,18.75,0,59.84
reduce_kernel,8.59,72.65,72.65,91.73,100,0.00,3.53
vectorized_elementwise_kernel,0.01,10.01,0.05,5.76,100,33.33,100.87
vectorized_elementwise_kernel,11.61,88.51,88.51,84.46,100,43.07,50.94
cuComputePartGradGammaBeta,55.63,84.38,46.09,58.46,62.50,76.98,10.99
cuComputeGradGammaBeta,12.26,9.32,9.17,38.66,50,0,41.39
cuComputeGradInput,30.62,44.30,44.30,47.93,56.25,70.30,25.65
vectorized_elementwise_kernel,21.96,85.63,85.63,83.71,100,31.10,35.27
unrolled_elementwise_kernel,0.56,5.84,0.52,5.94,100,40,91.26
unrolled_elementwise_kernel,0.54,5.67,0.50,6.42,100,40,92.34
vectorized_elementwise_kernel,0.01,11.27,0.04,5.83,100,0,99.14
kernel5,31.15,58.82,58.82,44.75,56.25,11.45,51.72
unrolled_elementwise_kernel,0.53,5.57,0.49,6.55,100,40,91.08
sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x256x64_warpgroupsize2x1x1_execute_segment_k_off_kernel__51_cublas,65.57,42.82,16.84,15.65,18.75,0,74.88
sm90_xmma_gemm_bf16f32_bf16f32_f32_nt_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,66.12,60.04,35.91,17.47,18.75,0,70.13
sm90_xmma_gemm_bf16bf16_bf16f32_f32_nt_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,35.16,68.71,68.71,13.77,18.75,0,38.69
sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,32.83,52.54,46.75,17.72,18.75,0,91.90
vectorized_elementwise_kernel,30.38,86.55,86.55,79.69,100,0,42.47
scaled_upper_triang_masked_softmax_warp_backward,18.09,46.57,46.57,16.54,18.75,21.26,51.74
sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,33.82,66.42,66.42,13.66,18.75,0,36.79
vectorized_elementwise_kernel,14.35,27.54,26.50,57.84,100,0,55.33
sm90_xmma_gemm_bf16bf16_bf16f32_f32_nt_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,34.38,67.50,67.50,14.31,18.75,0,40.22
vectorized_elementwise_kernel,14.35,27.67,26.69,60.20,100,0,53.83
CatArrayBatchedCopy,66.26,47.05,13.06,80.02,100,6.35,79.20
sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,85.70,65.66,27.95,17.43,18.75,0,68.64
sm90_xmma_gemm_bf16f32_bf16f32_f32_nt_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_off_kernel__51_cublas,66.28,60.23,46.82,17.96,18.75,0,62.12
reduce_kernel,19.66,31.27,31.27,52.17,56.25,13.55,17.17
unrolled_elementwise_kernel,0.21,5.64,0.30,6.22,100,40.00,94.18
reduce_kernel,10.59,85.35,85.35,97.56,100,0,4.80
vectorized_elementwise_kernel,0.01,9.71,0.04,4.65,100,33.33,99.22
vectorized_elementwise_kernel,11.70,87.69,87.69,83.65,100,43.13,51.26
cuComputePartGradGammaBeta,56.17,85.19,46.89,57.56,62.50,76.98,10.39
cuComputeGradGammaBeta,12.37,9.22,9.22,36.42,50,0,39.99
cuComputeGradInput,30.18,44.03,44.03,47.84,56.25,70.40,26.47
vectorized_elementwise_kernel,21.93,85.51,85.51,80.95,100,31.16,34.73
unrolled_elementwise_kernel,0.56,5.67,0.52,6.18,100,40,87.04
unrolled_elementwise_kernel,0.54,5.51,0.51,6.12,100,40,90.05
vectorized_elementwise_kernel,30.61,81.39,81.39,77.04,100,0,43.77
vectorized_elementwise_kernel,17.62,36.11,23.91,10.86,100,0,99.95
embedding_backward_feature_kernel,25.89,14.86,14.86,80.65,100,33.36,36.95
unrolled_elementwise_kernel,62.50,63.84,63.84,91.08,100,34.79,41.74
reduce_kernel,10.88,81.20,81.20,99.10,100,0,6.54
vectorized_elementwise_kernel,0.01,10.31,0.05,4.73,100,33.33,100.85
vectorized_elementwise_kernel,11.65,86.06,86.06,83.12,100,43.46,51.58
elementwise_kernel,62.99,29.26,29.26,91.07,100,50.42,51.20
vectorized_elementwise_kernel,18.61,41.43,41.43,9.44,100,0,100.07
vectorized_elementwise_kernel,0.09,8.68,0.22,6.13,75,50,96.89
vectorized_elementwise_kernel,0.03,8.33,0.16,5.84,100,49.51,98.63
vectorized_elementwise_kernel,0.06,8.03,0.20,5.23,100,75,96.99
elementwise_kernel_with_index,0.15,11.04,0.03,3.17,100,0,99.65
DeviceRadixSortSingleTileKernel,0.22,3.31,0.16,12.41,12.50,60,95.73
indexing_backward_kernel,2.25,1.24,0.79,3.14,100,70.42,52.97
unrolled_elementwise_kernel,62.41,68.14,68.14,92.90,100,34.09,41.18
reduce_kernel,8.75,75.19,75.19,89.11,100,0,4.28
vectorized_elementwise_kernel,0.01,9.81,0.05,4.77,100,33.33,99.27
vectorized_elementwise_kernel,11.49,88.33,88.33,83.83,100,43.02,50.92
vectorized_elementwise_kernel,0.01,11.22,0.04,8.29,100,0,99.54
multi_tensor_apply_kernel,8.28,76.02,76.02,57.67,100,0.01,4.16
multi_tensor_apply_kernel,8.17,74.74,74.74,58.17,100,0.01,6.51
multi_tensor_apply_kernel,8.32,76.10,76.10,58.31,100,0.01,8.00
multi_tensor_apply_kernel,8.40,76.95,76.95,57.40,100,0.01,8.21
multi_tensor_apply_kernel,8.32,76.14,76.14,58.43,100,0.01,12.31
multi_tensor_apply_kernel,8.19,74.87,74.87,57.80,100,0.01,12.48
multi_tensor_apply_kernel,8.23,75.42,75.42,58.47,100,0.01,14.21
multi_tensor_apply_kernel,8.23,74.79,74.79,57.70,100,0.01,14.99
multi_tensor_apply_kernel,8.31,75.74,75.74,59.27,100,0.01,16.97
multi_tensor_apply_kernel,8.05,73.82,73.82,56.75,100,0.01,14.54
multi_tensor_apply_kernel,8.49,77.71,77.71,58.76,100,0.01,15.58
multi_tensor_apply_kernel,8.20,74.90,74.90,56.32,100,0.01,14.97
multi_tensor_apply_kernel,8.23,75.51,75.51,60.30,100,0.01,15.86
multi_tensor_apply_kernel,8.28,75.95,75.95,58.06,100,0.01,15.94
multi_tensor_apply_kernel,8.40,76.30,76.30,59.61,100,0.01,15.84
multi_tensor_apply_kernel,8.12,74.23,74.23,59.25,100,0.01,15.34
multi_tensor_apply_kernel,8.30,76.30,76.30,57.93,100,0.01,16.45
multi_tensor_apply_kernel,8.09,74.12,74.12,58.72,100,0.01,15.35
multi_tensor_apply_kernel,8.43,76.92,76.92,58.44,100,0.01,15.10
multi_tensor_apply_kernel,8.40,76.74,76.74,56.53,100,0.01,15.91
multi_tensor_apply_kernel,8.36,76.72,76.72,60.87,100,0.01,15.87
multi_tensor_apply_kernel,8.39,76.94,76.94,58.73,100,0.01,15.13
multi_tensor_apply_kernel,8.29,75.68,75.68,57.21,100,0.01,16.70
multi_tensor_apply_kernel,8.40,76.80,76.80,58.05,100,0.01,15.37
multi_tensor_apply_kernel,8.05,73.88,73.88,59.29,100,0.01,14.89
multi_tensor_apply_kernel,8.26,75.64,75.64,56.77,100,0.01,14.79
multi_tensor_apply_kernel,8.50,77.60,77.60,59.75,100,0.01,16.06
multi_tensor_apply_kernel,8.11,74.38,74.38,58.47,100,0.01,16.99
multi_tensor_apply_kernel,8.48,77.77,77.77,58.42,100,0.01,14.84
multi_tensor_apply_kernel,8.50,77.19,77.19,55.97,100,0.01,15.93
multi_tensor_apply_kernel,8.28,75.68,75.68,58.27,100,0.01,15.19
multi_tensor_apply_kernel,8.24,75.73,75.73,58.44,100,0.01,15.59
multi_tensor_apply_kernel,8.08,74.19,74.19,57.29,100,0.01,15.19
multi_tensor_apply_kernel,8.25,75.03,75.03,57.68,100,0.01,15.84
multi_tensor_apply_kernel,8.45,77.12,77.12,58.28,100,0.01,15.67
multi_tensor_apply_kernel,8.10,74.39,74.39,58.14,100,0.01,17.67
multi_tensor_apply_kernel,8.36,76.66,76.66,57.97,100,0.01,14.76
multi_tensor_apply_kernel,8.33,76.10,76.10,59.40,100,0.01,13.74
multi_tensor_apply_kernel,8.39,76.49,76.49,59.06,100,0.01,15.09
multi_tensor_apply_kernel,7.98,72.92,72.92,58.07,100,0.01,15.60
multi_tensor_apply_kernel,8.25,75.34,75.34,58.11,100,0.01,15.03
multi_tensor_apply_kernel,8.12,74.14,74.14,59.85,100,0.01,17.87
multi_tensor_apply_kernel,8.27,75.72,75.72,59.72,100,0.01,15.04
multi_tensor_apply_kernel,8.33,76.48,76.48,58.33,100,0.01,15.52
multi_tensor_apply_kernel,8.19,75.15,75.15,57.11,100,0.01,16.10
multi_tensor_apply_kernel,8.48,77.39,77.39,58.43,100,0.01,14.30
multi_tensor_apply_kernel,8.27,75.62,75.62,58.99,100,0.01,15.10
multi_tensor_apply_kernel,8.08,74.17,74.17,59.79,100,0.01,14.80
multi_tensor_apply_kernel,8.36,76.66,76.66,60.09,100,0.01,16.20
multi_tensor_apply_kernel,8.56,78.16,78.16,60.17,100,0.01,16.09
multi_tensor_apply_kernel,8.16,74.30,74.30,56.59,100,0.01,16.13
multi_tensor_apply_kernel,8.10,74.39,74.39,57.63,100,0.01,16.31
