Kernel Name,Compute throughput,Memory throughput,DRAM throughput,Achieved occupancy,Maximum occupancy,L1 hit rate,L2 hit rate
vectorized_elementwise_kernel,23.84,84.76,84.76,48.45,100,0,99.56
vectorized_elementwise_kernel,23.87,87.63,87.63,48.55,100,0,99.80
vectorized_elementwise_kernel,23.99,88.02,88.02,50.02,100,0,100.07
vectorized_elementwise_kernel,23.82,87.29,87.29,51.97,100,0,100.09
vectorized_elementwise_kernel,23.81,87.33,87.33,51.41,100,0,99.70
vectorized_elementwise_kernel,22.30,68.24,59.39,24.71,100,0,100.12
vectorized_elementwise_kernel,22.48,68.82,59.87,21.02,100,0,100.24
vectorized_elementwise_kernel,23.82,84.60,84.60,40.43,100,0,100.06
vectorized_elementwise_kernel,23.78,84.43,84.43,44.29,100,0,99.86
vectorized_elementwise_kernel,23.77,87.20,87.20,46.33,100,0,100.37
vectorized_elementwise_kernel,23.90,87.57,87.57,44.69,100,0,100.34
vectorized_elementwise_kernel,24.28,88.59,88.59,51.28,100,0,99.40
vectorized_elementwise_kernel,23.91,87.19,87.19,50.11,100,0,100.55
vectorized_elementwise_kernel,22.07,67.31,58.65,25.24,100,0,100.31
vectorized_elementwise_kernel,22.27,67.98,59.35,22.34,100,0,99.44
vectorized_elementwise_kernel,23.87,84.62,84.62,51.88,100,0,100.03
vectorized_elementwise_kernel,23.72,84.14,84.14,43.72,100,0,99.90
vectorized_elementwise_kernel,24.10,88.32,88.32,51.35,100,0,100.12
vectorized_elementwise_kernel,23.69,86.79,86.79,48.70,100,0,100.36
vectorized_elementwise_kernel,24.06,88.11,88.11,43.22,100,0,100.29
vectorized_elementwise_kernel,23.82,87.15,87.15,49.11,100,0,99.58
vectorized_elementwise_kernel,22.08,67.43,58.64,23.66,100,0,99.25
vectorized_elementwise_kernel,22.41,68.42,59.81,22.55,100,0,99.78
vectorized_elementwise_kernel,23.76,84.20,84.20,43.28,100,0,100.05
vectorized_elementwise_kernel,23.41,83.00,83.00,45.58,100,0,100.59
vectorized_elementwise_kernel,23.96,87.78,87.78,48.98,100,0,100.43
vectorized_elementwise_kernel,23.94,87.73,87.73,50.34,100,0,100.17
vectorized_elementwise_kernel,24.03,88.01,88.01,53.72,100,0,100.44
vectorized_elementwise_kernel,23.70,86.72,86.72,51.72,100,0,99.68
vectorized_elementwise_kernel,22.19,67.76,58.71,23.66,100,0,99.78
vectorized_elementwise_kernel,22.56,68.89,59.98,21.87,100,0,99.57
vectorized_elementwise_kernel,24.08,85.43,85.43,42.70,100,0,100.13
vectorized_elementwise_kernel,23.39,82.96,82.96,53.45,100,0,100.42
vectorized_elementwise_kernel,24.05,87.99,87.99,54.84,100,0,99.93
vectorized_elementwise_kernel,23.80,87.19,87.19,48.31,100,0,99.91
vectorized_elementwise_kernel,23.73,86.90,86.90,46.00,100,0,99.97
vectorized_elementwise_kernel,23.90,87.45,87.45,47.49,100,0,99.99
vectorized_elementwise_kernel,22.09,67.40,58.62,23.70,100,0,100.29
vectorized_elementwise_kernel,22.53,68.81,59.50,23.65,100,0,100.19
vectorized_elementwise_kernel,23.66,84.03,84.03,44.43,100,0,99.92
vectorized_elementwise_kernel,24.00,85.25,85.25,39.61,100,0,100.13
vectorized_elementwise_kernel,23.76,86.97,86.97,52.16,100,0,100.23
vectorized_elementwise_kernel,24.14,88.37,88.37,47.69,100,0,100.02
vectorized_elementwise_kernel,23.96,87.84,87.84,46.34,100,0,99.40
vectorized_elementwise_kernel,24.09,88.21,88.21,52.08,100,0,99.84
vectorized_elementwise_kernel,22.05,67.36,58.44,23.49,100,0,99.91
vectorized_elementwise_kernel,22.64,69.11,59.58,20.70,100,0,100.24
vectorized_elementwise_kernel,23.68,84.04,84.04,52.58,100,0,100.14
vectorized_elementwise_kernel,23.65,84.02,84.02,53.58,100,0,100.01
vectorized_elementwise_kernel,23.74,86.97,86.97,52.49,100,0,100.50
vectorized_elementwise_kernel,24.02,87.90,87.90,47.37,100,0,99.85
vectorized_elementwise_kernel,23.74,86.91,86.91,48.81,100,0,99.84
vectorized_elementwise_kernel,23.88,87.49,87.49,49.72,100,0,99.85
vectorized_elementwise_kernel,22.27,67.96,58.87,23.41,100,0,100.17
vectorized_elementwise_kernel,22.63,69.10,59.57,23.90,100,0,99.68
vectorized_elementwise_kernel,23.68,84.04,84.04,42.74,100,0,99.80
vectorized_elementwise_kernel,23.75,84.47,84.47,43.91,100,0,100.24
vectorized_elementwise_kernel,23.77,87.10,87.10,51.60,100,0,100.03
vectorized_elementwise_kernel,24.32,88.96,88.96,49.92,100,0,100.10
vectorized_elementwise_kernel,23.85,87.31,87.31,47.85,100,0,99.99
vectorized_elementwise_kernel,23.73,86.88,86.88,51.01,100,0,99.90
multi_tensor_apply_kernel,15.02,75.76,75.76,47.32,50,29.17,45.52
multi_tensor_apply_kernel,15.22,76.79,76.79,47.49,50,32.18,44.88
multi_tensor_apply_kernel,15.15,76.16,76.16,47.25,50,28.83,44.85
multi_tensor_apply_kernel,15.23,76.84,76.84,47.46,50,30.72,45.01
multi_tensor_apply_kernel,15.29,76.83,76.83,47.16,50,29.59,44.63
multi_tensor_apply_kernel,15.20,76.30,76.30,47.25,50,29.52,44.77
multi_tensor_apply_kernel,15.29,76.64,76.64,47.18,50,30.10,44.84
multi_tensor_apply_kernel,15.26,76.52,76.52,47.32,50,29.08,44.80
multi_tensor_apply_kernel,15.27,76.67,76.67,47.47,50,31.60,44.82
multi_tensor_apply_kernel,15.21,76.37,76.37,47.01,50,30.62,44.84
multi_tensor_apply_kernel,15.27,76.54,76.54,47.68,50,29.66,44.77
multi_tensor_apply_kernel,15.16,76.24,76.24,46.90,50,31.16,44.78
multi_tensor_apply_kernel,15.26,76.41,76.41,47.25,50,30.21,44.66
multi_tensor_apply_kernel,15.26,76.69,76.69,47.30,50,31.44,44.94
multi_tensor_apply_kernel,14.68,73.30,73.30,47.13,50,29.19,44.70
multi_tensor_apply_kernel,15.12,76.01,76.01,47.29,50,31.74,44.91
multi_tensor_apply_kernel,15.28,76.77,76.77,47.04,50,29.67,44.67
multi_tensor_apply_kernel,15.23,76.15,76.15,47.16,50,31.60,44.75
multi_tensor_apply_kernel,15.28,76.80,76.80,47.36,50,30.82,44.85
multi_tensor_apply_kernel,15.11,75.91,75.91,46.81,50,26.40,44.86
multi_tensor_apply_kernel,15.27,76.67,76.67,47.19,50,30.21,44.74
multi_tensor_apply_kernel,14.75,73.75,73.75,47.37,50,30.95,44.67
multi_tensor_apply_kernel,15.25,76.68,76.68,46.91,50,26.09,44.84
multi_tensor_apply_kernel,15.27,76.62,76.62,47.67,50,29.87,44.84
multi_tensor_apply_kernel,15.24,76.49,76.49,47.40,50,28.93,44.69
multi_tensor_apply_kernel,15.28,76.42,76.42,47.30,50,31.06,44.82
multi_tensor_apply_kernel,15.30,76.84,76.84,47.24,50,29.12,44.82
multi_tensor_apply_kernel,15.14,75.93,75.93,46.99,50,27.67,44.96
multi_tensor_apply_kernel,15.34,76.95,76.95,47.08,50,30.19,44.66
multi_tensor_apply_kernel,15.02,75.18,75.18,47.06,50,28.62,44.72
multi_tensor_apply_kernel,15.26,76.59,76.59,46.98,50,30.63,44.87
multi_tensor_apply_kernel,15.25,76.34,76.34,47.23,50,30.43,44.70
multi_tensor_apply_kernel,15.24,76.64,76.64,46.89,50,30.66,44.82
multi_tensor_apply_kernel,15.22,76.29,76.29,46.82,50,31.95,44.85
multi_tensor_apply_kernel,15.25,76.41,76.41,47.64,50,29.40,44.75
multi_tensor_apply_kernel,15.22,76.28,76.28,47.04,50,27.73,44.89
multi_tensor_apply_kernel,15.26,76.11,76.11,46.99,50,30.27,44.58
multi_tensor_apply_kernel,15.26,76.56,76.56,47.00,50,31.36,44.79
multi_tensor_apply_kernel,15.23,76.38,76.38,47.44,50,28.82,44.87
multi_tensor_apply_kernel,15.23,76.19,76.19,47.53,50,28.60,44.91
multi_tensor_apply_kernel,15.30,76.48,76.48,46.95,50,29.30,44.83
multi_tensor_apply_kernel,15.13,75.99,75.99,46.87,50,28.59,44.74
multi_tensor_apply_kernel,15.18,75.93,75.93,47.01,50,31.01,44.78
multi_tensor_apply_kernel,15.23,76.54,76.54,47.03,50,29.15,44.75
multi_tensor_apply_kernel,15.19,76.25,76.25,47.35,50,29.12,44.84
multi_tensor_apply_kernel,15.26,76.35,76.35,47.32,50,28.35,44.79
multi_tensor_apply_kernel,15.16,76.03,76.03,47.10,50,31.24,44.72
multi_tensor_apply_kernel,15.21,76.29,76.29,47.49,50,27.92,44.82
multi_tensor_apply_kernel,15.02,75.45,75.45,46.94,50,28.20,44.65
multi_tensor_apply_kernel,15.27,76.20,76.20,47.30,50,29.69,44.93
multi_tensor_apply_kernel,15.26,76.49,76.49,46.96,50,29.70,44.78
multi_tensor_apply_kernel,15.23,76.54,76.54,47.21,50,29.07,44.77
multi_tensor_apply_kernel,15.22,76.23,76.23,47.17,50,28.24,44.83
multi_tensor_apply_kernel,15.14,76.08,76.08,46.95,50,31.32,44.76
multi_tensor_apply_kernel,15.19,76.17,76.17,47.11,50,29.83,44.81
multi_tensor_apply_kernel,15.34,76.52,76.52,47.23,50,31.51,44.80
multi_tensor_apply_kernel,15.19,76.26,76.26,47.22,50,30.30,44.76
multi_tensor_apply_kernel,15.10,75.76,75.76,47.55,50,31.56,44.81
multi_tensor_apply_kernel,15.27,76.68,76.68,47.34,50,31.18,44.73
multi_tensor_apply_kernel,15.20,76.25,76.25,47.13,50,32.16,44.78
multi_tensor_apply_kernel,15.30,76.63,76.63,46.83,50,30.79,44.67
multi_tensor_apply_kernel,15.30,76.59,76.59,47.10,50,30.36,44.77
multi_tensor_apply_kernel,15.14,76.02,76.02,47.29,50,29.25,44.88
multi_tensor_apply_kernel,15.25,76.55,76.55,46.67,50,30.07,44.69
multi_tensor_apply_kernel,15.20,76.31,76.31,46.93,50,30.41,44.85
multi_tensor_apply_kernel,15.28,76.73,76.73,47.12,50,31.40,44.77
multi_tensor_apply_kernel,15.23,76.14,76.14,47.14,50,31.70,44.80
multi_tensor_apply_kernel,15.19,76.29,76.29,47.14,50,31.17,44.83
multi_tensor_apply_kernel,14.73,73.94,73.94,47.07,50,29.62,44.85
multi_tensor_apply_kernel,15.23,76.46,76.46,46.89,50,32.33,44.79
multi_tensor_apply_kernel,15.36,76.76,76.76,47.33,50,26.62,44.76
multi_tensor_apply_kernel,15.24,76.52,76.52,46.99,50,29.65,44.86
multi_tensor_apply_kernel,15.14,76.10,76.10,47.10,50,29.77,44.81
multi_tensor_apply_kernel,15.27,76.26,76.26,46.84,50,29.01,44.78
multi_tensor_apply_kernel,15.24,76.43,76.43,47.43,50,31.26,44.79
multi_tensor_apply_kernel,15.35,76.68,76.68,47.34,50,30.52,44.73
multi_tensor_apply_kernel,15.20,76.40,76.40,47.26,50,31.58,44.75
multi_tensor_apply_kernel,15.33,76.87,76.87,47.02,50,30.57,44.78
multi_tensor_apply_kernel,15.24,76.37,76.37,47.37,50,30.00,44.83
multi_tensor_apply_kernel,15.30,76.44,76.44,47.16,50,30.72,44.79
multi_tensor_apply_kernel,14.75,73.96,73.96,48.05,50,28.11,44.84
multi_tensor_apply_kernel,15.19,76.36,76.36,46.93,50,30.11,44.89
multi_tensor_apply_kernel,15.21,76.29,76.29,47.11,50,31.11,44.70
multi_tensor_apply_kernel,15.33,76.53,76.53,47.43,50,29.74,44.86
multi_tensor_apply_kernel,15.16,76.03,76.03,46.85,50,31.03,44.69
multi_tensor_apply_kernel,15.22,76.41,76.41,47.16,50,28.36,44.67
multi_tensor_apply_kernel,15.28,76.76,76.76,47.11,50,31.42,44.86
multi_tensor_apply_kernel,15.14,76.10,76.10,47.07,50,29.26,44.72
multi_tensor_apply_kernel,14.73,73.92,73.92,47.39,50,31.22,44.83
multi_tensor_apply_kernel,15.22,76.43,76.43,47.46,50,31.70,44.75
multi_tensor_apply_kernel,15.09,75.67,75.67,47.43,50,31.54,44.80
multi_tensor_apply_kernel,15.04,75.43,75.43,47.30,50,30.17,44.77
multi_tensor_apply_kernel,15.28,76.50,76.50,46.66,50,32.15,44.81
multi_tensor_apply_kernel,15.12,75.92,75.92,47.04,50,30.62,44.85
multi_tensor_apply_kernel,15.18,76.42,76.42,47.25,50,28.53,44.84
multi_tensor_apply_kernel,15.26,76.64,76.64,47.31,50,29.47,44.84
multi_tensor_apply_kernel,15.23,76.35,76.35,47.37,50,31.42,44.85
multi_tensor_apply_kernel,15.20,76.19,76.19,47.31,50,29.90,44.85
multi_tensor_apply_kernel,15.21,76.36,76.36,47.22,50,30.19,44.57
multi_tensor_apply_kernel,15.22,76.41,76.41,47.07,50,30.77,44.77
multi_tensor_apply_kernel,15.25,76.11,76.11,47.07,50,31.56,44.76
multi_tensor_apply_kernel,15.22,76.36,76.36,47.23,50,25.69,44.77
multi_tensor_apply_kernel,14.75,74.09,74.09,47.52,50,29.87,44.84
multi_tensor_apply_kernel,14.71,74.02,74.02,47.11,50,28.36,44.83
multi_tensor_apply_kernel,15.33,76.89,76.89,47.29,50,28.73,44.64
multi_tensor_apply_kernel,14.86,74.21,74.21,47.24,50,30.65,44.95
multi_tensor_apply_kernel,15.24,76.45,76.45,47.16,50,28.66,44.80
multi_tensor_apply_kernel,15.38,76.72,76.72,47.14,50,31.16,44.68
multi_tensor_apply_kernel,15.28,76.43,76.43,47.34,50,28.56,44.88
multi_tensor_apply_kernel,15.21,76.30,76.30,46.91,50,31.48,44.72
multi_tensor_apply_kernel,15.20,76.21,76.21,47.16,50,30.88,44.91
multi_tensor_apply_kernel,15.21,76.32,76.32,46.96,50,31.88,44.76
multi_tensor_apply_kernel,15.31,76.42,76.42,47.42,50,31.27,44.82
multi_tensor_apply_kernel,15.14,75.97,75.97,47.25,50,30.33,44.81
multi_tensor_apply_kernel,15.04,75.48,75.48,47.12,50,30.97,44.78
multi_tensor_apply_kernel,15.22,76.37,76.37,47.14,50,32.91,44.67
multi_tensor_apply_kernel,15.20,76.21,76.21,47.17,50,31.38,44.88
multi_tensor_apply_kernel,15.25,76.47,76.47,47.00,50,31.80,44.75
multi_tensor_apply_kernel,15.22,76.03,76.03,47.31,50,32.17,44.65
multi_tensor_apply_kernel,15.09,75.95,75.95,47.15,50,29.73,44.86
multi_tensor_apply_kernel,15.21,76.25,76.25,47.09,50,28.70,44.84
multi_tensor_apply_kernel,15.16,76.01,76.01,47.69,50,30.12,44.75
multi_tensor_apply_kernel,15.25,76.45,76.45,47.16,50,28.59,44.91
multi_tensor_apply_kernel,15.13,75.97,75.97,46.85,50,29.95,44.80
multi_tensor_apply_kernel,15.27,76.27,76.27,47.39,50,30.02,44.58
multi_tensor_apply_kernel,15.18,76.07,76.07,47.16,50,30.45,44.99
multi_tensor_apply_kernel,15.23,76.45,76.45,47.34,50,27.44,44.59
multi_tensor_apply_kernel,15.26,76.52,76.52,47.36,50,31.67,44.78
multi_tensor_apply_kernel,15.28,76.33,76.33,47.02,50,30.93,44.74
multi_tensor_apply_kernel,15.20,76.18,76.18,47.42,50,29.10,44.74
multi_tensor_apply_kernel,15.04,75.66,75.66,47.23,50,32.09,44.83
multi_tensor_apply_kernel,15.25,76.50,76.50,47.07,50,30.34,44.73
multi_tensor_apply_kernel,15.24,76.58,76.58,47.47,50,32.23,44.75
multi_tensor_apply_kernel,15.24,76.13,76.13,47.29,50,29.91,44.89
multi_tensor_apply_kernel,15.27,73.98,73.98,33.72,50,35.47,44.90
vectorized_elementwise_kernel,0.21,10.80,0.04,5.01,100,0,100.52
vectorized_elementwise_kernel,0.23,11.27,0.03,7.67,100,0,99.84
vectorized_elementwise_kernel,0.22,10.97,0.04,6.47,100,0,98.83
vectorized_elementwise_kernel,0.22,11.08,0.03,7.06,100,0,98.62
vectorized_elementwise_kernel,0.23,11.27,0.03,6.08,100,0,97.72
vectorized_elementwise_kernel,0.23,11.44,0.04,5.94,100,0,98.84
vectorized_elementwise_kernel,0.07,9.09,0.03,5.38,100,0,97.29
vectorized_elementwise_kernel,0.08,10.96,0.03,4.80,100,0,99.55
vectorized_elementwise_kernel,0.18,9.00,0.03,6.11,100,0,98.43
vectorized_elementwise_kernel,0.23,11.30,0.04,7.55,100,0,98.95
vectorized_elementwise_kernel,0.23,11.47,0.04,8.58,100,0,100.01
vectorized_elementwise_kernel,0.22,11.35,0.03,6.15,100,0,99.82
vectorized_elementwise_kernel,0.10,10.40,0.03,6.19,100,0,98.02
vectorized_elementwise_kernel,0.12,11.43,0.03,6.10,100,0,98.21
vectorized_elementwise_kernel,0.21,10.74,0.03,6.37,100,0,99.45
vectorized_elementwise_kernel,0.23,11.60,0.03,6.03,100,0,98.43
vectorized_elementwise_kernel,0.23,11.41,0.04,6.21,100,0,99.77
vectorized_elementwise_kernel,0.19,9.51,0.03,7.23,100,0,99.36
vectorized_elementwise_kernel,0.23,11.47,0.04,4.71,100,0,99.69
vectorized_elementwise_kernel,0.23,11.37,0.03,7.66,100,0,99.37
vectorized_elementwise_kernel,0.24,12.15,0.03,6.41,100,0,101.58
vectorized_elementwise_kernel,0.23,11.72,0.04,4.73,100,0,99.93
vectorized_elementwise_kernel,0.09,11.68,0.04,6.26,100,0,100.93
vectorized_elementwise_kernel,0.07,9.23,0.03,6.34,100,0,98.49
vectorized_elementwise_kernel,0.24,11.95,0.03,6.21,100,0,99.76
vectorized_elementwise_kernel,0.24,12.22,0.04,6.19,100,0,100.55
vectorized_elementwise_kernel,0.24,12.19,0.04,6.07,100,0,99.71
vectorized_elementwise_kernel,0.23,11.42,0.03,6.22,100,0,100.93
vectorized_elementwise_kernel,0.11,10.94,0.03,6.11,100,0,100.28
vectorized_elementwise_kernel,0.11,11.38,0.04,7.40,100,0,99.75
vectorized_elementwise_kernel,0.22,10.72,0.03,6.09,100,0,99.64
vectorized_elementwise_kernel,0.23,11.72,0.04,7.95,100,0,100.75
vectorized_elementwise_kernel,0.23,11.45,0.04,6.09,100,0,100.62
vectorized_elementwise_kernel,0.23,11.40,0.03,5.59,100,0,100.52
vectorized_elementwise_kernel,0.23,11.47,0.04,8.26,100,0,100.99
vectorized_elementwise_kernel,0.23,11.41,0.03,6.24,100,0,100.95
vectorized_elementwise_kernel,0.23,11.41,0.04,4.32,100,0,100.58
vectorized_elementwise_kernel,0.23,11.78,0.04,8.48,100,0,101.49
vectorized_elementwise_kernel,0.08,11.24,0.03,6.27,100,0,101.74
vectorized_elementwise_kernel,0.08,11.26,0.03,5.80,100,0,99.38
vectorized_elementwise_kernel,0.23,11.54,0.04,6.22,100,0,99.50
vectorized_elementwise_kernel,0.23,11.49,0.03,6.16,100,0,101.50
vectorized_elementwise_kernel,0.23,11.54,0.04,6.26,100,0,101.49
vectorized_elementwise_kernel,0.22,11.39,0.03,6.30,100,0,99.69
vectorized_elementwise_kernel,0.11,11.21,0.04,4.95,100,0,99.65
vectorized_elementwise_kernel,0.12,11.45,0.04,7.73,100,0,99.49
vectorized_elementwise_kernel,0.22,11.00,0.03,6.16,100,0,99.58
vectorized_elementwise_kernel,0.22,10.88,0.03,6.28,100,0,100.26
vectorized_elementwise_kernel,0.23,11.35,0.04,6.28,100,0,98.84
vectorized_elementwise_kernel,0.21,10.81,0.03,6.49,100,0,101.16
vectorized_elementwise_kernel,0.23,11.39,0.04,6.30,100,0,99.56
vectorized_elementwise_kernel,0.22,11.04,0.04,6.16,100,0,100.91
vectorized_elementwise_kernel,0.23,11.44,0.04,6.36,100,0,99.69
vectorized_elementwise_kernel,0.23,11.68,0.04,4.69,100,0,100.91
vectorized_elementwise_kernel,0.08,11.13,0.03,7.89,100,0,100.83
vectorized_elementwise_kernel,0.08,11.20,0.03,6.14,100,0,99.43
vectorized_elementwise_kernel,0.23,11.50,0.04,6.74,100,0,100.65
vectorized_elementwise_kernel,0.22,11.33,0.03,5.38,100,0,100.30
vectorized_elementwise_kernel,0.23,11.28,0.04,6.31,100,0,99.56
vectorized_elementwise_kernel,0.22,11.32,0.03,6.13,100,0,100.35
vectorized_elementwise_kernel,0.11,11.21,0.04,6.13,100,0,99.54
vectorized_elementwise_kernel,0.11,11.40,0.04,4.84,100,0,99.73
vectorized_elementwise_kernel,0.23,11.48,0.04,7.81,100,0,99.46
vectorized_elementwise_kernel,0.23,11.60,0.04,4.49,100,0,100.51
vectorized_elementwise_kernel,0.23,11.50,0.04,6.34,100,0,100.86
vectorized_elementwise_kernel,0.23,11.40,0.03,6.71,100,0,98.88
vectorized_elementwise_kernel,0.23,11.37,0.04,6.31,100,0,99.71
vectorized_elementwise_kernel,0.23,11.34,0.04,7.79,100,0,99.08
vectorized_elementwise_kernel,0.23,11.45,0.04,6.24,100,0,99.64
vectorized_elementwise_kernel,0.23,11.68,0.04,6.73,100,0,99.56
vectorized_elementwise_kernel,0.08,11.11,0.03,6.27,100,0,100.38
vectorized_elementwise_kernel,0.08,10.45,0.03,6.49,100,0,99.66
vectorized_elementwise_kernel,0.23,11.49,0.04,8.12,100,0,99.96
vectorized_elementwise_kernel,0.23,11.41,0.04,6.10,100,0,100.05
vectorized_elementwise_kernel,0.23,11.45,0.04,5.75,100,0,99.82
vectorized_elementwise_kernel,0.23,11.29,0.03,6.02,100,0,98.85
vectorized_elementwise_kernel,0.11,11.31,0.03,6.17,100,0,99.93
vectorized_elementwise_kernel,0.11,10.61,0.03,6.16,100,0,98.72
vectorized_elementwise_kernel,0.21,10.66,0.03,6.10,100,0,98.80
vectorized_elementwise_kernel,0.23,11.70,0.04,7.94,100,0,99.31
vectorized_elementwise_kernel,0.23,11.34,0.04,6.23,100,0,98.47
vectorized_elementwise_kernel,0.21,10.48,0.03,6.09,100,0,98.34
vectorized_elementwise_kernel,0.23,11.44,0.04,5.03,100,0,99.18
vectorized_elementwise_kernel,0.22,11.21,0.03,6.08,100,0,99.78
vectorized_elementwise_kernel,0.23,11.27,0.03,6.11,100,0,98.26
vectorized_elementwise_kernel,0.22,11.02,0.03,6.27,100,0,98.87
vectorized_elementwise_kernel,0.08,10.97,0.03,6.49,100,0,97.75
vectorized_elementwise_kernel,0.08,11.09,0.03,6.19,100,0,98.48
vectorized_elementwise_kernel,0.23,11.38,0.04,6.37,100,0,98.41
vectorized_elementwise_kernel,0.23,11.24,0.03,6.15,100,0,99.94
vectorized_elementwise_kernel,0.23,11.32,0.03,6.15,100,0,98.83
vectorized_elementwise_kernel,0.20,9.99,0.03,6.24,100,0,98.65
vectorized_elementwise_kernel,0.11,11.18,0.04,6.08,100,0,98.27
vectorized_elementwise_kernel,0.11,11.25,0.03,6.11,100,0,99.17
vectorized_elementwise_kernel,0.23,11.31,0.04,6.10,100,0,98.64
vectorized_elementwise_kernel,0.23,11.69,0.04,6.04,100,0,99.33
vectorized_elementwise_kernel,0.23,11.43,0.04,6.11,100,0,100.03
vectorized_elementwise_kernel,0.23,11.31,0.04,6.14,100,0,98.43
vectorized_elementwise_kernel,0.23,11.27,0.04,6.33,100,0,98.38
vectorized_elementwise_kernel,0.23,11.27,0.04,5.68,100,0,98.51
vectorized_elementwise_kernel,0.23,11.26,0.04,5.23,100,0,98.18
vectorized_elementwise_kernel,0.19,9.47,0.03,6.32,100,0,97.73
vectorized_elementwise_kernel,0.08,10.93,0.03,6.18,100,0,98.41
vectorized_elementwise_kernel,0.07,9.88,0.03,6.53,100,0,98.74
vectorized_elementwise_kernel,0.23,11.24,0.03,6.15,100,0,98.64
vectorized_elementwise_kernel,0.21,10.52,0.03,6.23,100,0,98.73
vectorized_elementwise_kernel,0.22,10.74,0.03,5.42,100,0,98.88
vectorized_elementwise_kernel,0.19,9.70,0.03,4.59,100,0,97.92
vectorized_elementwise_kernel,0.09,9.33,0.03,4.84,100,0,97.51
vectorized_elementwise_kernel,0.12,11.42,0.04,6.23,100,0,98.59
vectorized_elementwise_kernel,0.22,10.79,0.03,7.53,100,0,98.73
vectorized_elementwise_kernel,0.23,11.70,0.04,6.40,100,0,99.60
vectorized_elementwise_kernel,0.23,11.26,0.04,6.11,100,0,98.49
vectorized_elementwise_kernel,0.23,11.25,0.03,6.56,100,0,98.75
vectorized_elementwise_kernel,0.19,9.39,0.03,6.14,100,0,98.05
vectorized_elementwise_kernel,0.21,10.72,0.03,5.37,100,0,99.54
vectorized_elementwise_kernel,0.22,11.31,0.03,6.15,100,0,99.22
vectorized_elementwise_kernel,0.23,11.49,0.04,6.16,100,0,99.54
vectorized_elementwise_kernel,0.08,10.96,0.03,6.25,100,0,99.32
vectorized_elementwise_kernel,0.08,11.22,0.03,8.07,100,0,100.00
vectorized_elementwise_kernel,0.23,11.43,0.04,6.18,100,0,99.68
vectorized_elementwise_kernel,0.22,10.95,0.03,6.26,100,0,98.25
vectorized_elementwise_kernel,0.21,10.68,0.03,6.07,100,0,98.46
vectorized_elementwise_kernel,0.22,11.32,0.03,6.39,100,0,100.56
vectorized_elementwise_kernel,0.11,10.41,0.03,6.08,100,0,99.47
vectorized_elementwise_kernel,0.09,9.22,0.03,6.11,100,0,98.38
vectorized_elementwise_kernel,0.23,11.52,0.04,5.32,100,0,100.49
vectorized_elementwise_kernel,0.23,11.67,0.04,7.78,100,0,99.14
vectorized_elementwise_kernel,0.23,11.46,0.04,5.08,100,0,100.29
vectorized_elementwise_kernel,0.21,10.54,0.03,7.82,100,0,100.30
vectorized_elementwise_kernel,0.23,11.25,0.03,5.27,100,0,99.26
vectorized_elementwise_kernel,0.23,11.41,0.04,6.12,100,0,100.96
vectorized_elementwise_kernel,0.23,11.45,0.03,6.27,100,0,100.74
vectorized_elementwise_kernel,0.23,11.61,0.04,6.01,100,0,99.21
vectorized_elementwise_kernel,0.07,9.98,0.03,6.19,100,0,100.96
vectorized_elementwise_kernel,0.07,9.34,0.03,5.91,100,0,99.75
vectorized_elementwise_kernel,0.23,11.46,0.04,6.52,100,0,101.00
vectorized_elementwise_kernel,0.22,11.24,0.03,6.42,100,0,99.88
vectorized_elementwise_kernel,0.21,10.66,0.03,6.33,100,0,99.71
vectorized_elementwise_kernel,0.21,10.80,0.03,6.39,100,0,100.90
vectorized_elementwise_kernel,0.11,11.33,0.04,5.27,100,0,100.99
vectorized_elementwise_kernel,0.12,11.57,0.04,4.55,100,0,99.38
vectorized_elementwise_kernel,0.23,11.67,0.04,8.27,100,0,100.99
vectorized_elementwise_kernel,0.23,11.66,0.03,6.05,100,0,99.02
vectorized_elementwise_kernel,0.23,11.47,0.04,6.32,100,0,100.44
vectorized_elementwise_kernel,0.23,11.52,0.03,4.66,100,0,101.41
vectorized_elementwise_kernel,0.23,11.47,0.03,6.32,100,0,100.43
vectorized_elementwise_kernel,0.23,11.30,0.03,5.36,100,0,98.67
vectorized_elementwise_kernel,0.23,11.44,0.04,6.12,100,0,101.02
vectorized_elementwise_kernel,0.19,9.47,0.03,6.07,100,0,99.25
vectorized_elementwise_kernel,0.08,11.22,0.03,6.84,100,0,101.53
vectorized_elementwise_kernel,0.08,10.25,0.03,6.10,100,0,99.83
vectorized_elementwise_kernel,0.23,11.50,0.04,6.03,100,0,99.46
vectorized_elementwise_kernel,0.23,11.35,0.04,4.56,100,0,100.40
vectorized_elementwise_kernel,0.21,10.47,0.03,7.67,100,0,99.60
vectorized_elementwise_kernel,0.22,10.86,0.03,4.73,100,0,100.48
vectorized_elementwise_kernel,0.11,11.35,0.04,6.30,100,0,100.73
vectorized_elementwise_kernel,0.12,11.58,0.04,6.15,100,0,101.09
vectorized_elementwise_kernel,0.23,11.49,0.04,6.95,100,0,99.41
vectorized_elementwise_kernel,0.23,11.79,0.04,7.05,100,0,102.04
vectorized_elementwise_kernel,0.22,11.32,0.03,7.20,100,0,100.43
vectorized_elementwise_kernel,0.23,11.43,0.03,6.10,100,0,100.85
vectorized_elementwise_kernel,0.23,11.48,0.04,6.26,100,0,99.55
