ID,Kernel Name,Compute throughput,SM,Memory throughput,DRAM throughput,Achieved occupancy,Maximum occupancy,L1 hit rate,L2 hit rate
608,vectorized_elementwise_kernel,10.87,132,75.61,75.61,81.89,100,29.47,38.34
609,vectorized_elementwise_kernel,0.01,132,9.32,0.06,5.10,100,0,99.21
610,vectorized_elementwise_kernel,0.01,132,9.38,0.06,6.20,100,0,99.11
611,vectorized_elementwise_kernel,14.34,132,62.63,62.63,79.56,100,0,49.60
612,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x64x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,77.05,132,73.72,9.38,12.36,12.50,2.54,87.64
613,Kernel,85.51,132,35.05,6.29,12.51,12.50,0,61.46
614,splitKreduce_kernel,17.13,132,40.37,40.37,84.55,100,0,19.19
615,reduce_kernel,8.00,132,30.99,30.99,35.87,56.25,7.38,13.32
616,vectorized_elementwise_kernel,0.02,132,9.83,0.06,7.71,100,0,99.26
617,vectorized_elementwise_kernel,5.40,132,18.11,15.65,39.25,100,0,62.00
618,elementwise_kernel,64.73,132,38.69,38.69,83.02,100,0,55.79
619,sm80_xmma_gemm_f32f32_f32f32_f32_nt_n_tilesize128x64x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,84.54,132,58.94,40.47,12.27,12.50,0,24.71
620,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x128x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,64.28,132,51.16,26.22,12.44,12.50,0.90,93.00
621,vectorized_elementwise_kernel,14.15,132,89.11,89.11,86.77,100,0,47.53
622,vectorized_elementwise_kernel,9.77,132,91.43,91.43,87.33,100,0,35.68
623,softmax_warp_backward,13.54,132,90.69,90.69,50.87,56.25,0,35.48
624,vectorized_elementwise_kernel,0.01,132,11.20,0.04,5.63,100,0,99.56
625,elementwise_kernel,81.63,132,48.72,48.72,84.78,100,15.59,69.43
626,elementwise_kernel,67.60,132,61.23,61.23,85.97,100,11.11,50.68
627,sm80_xmma_gemm_f32f32_f32f32_f32_nt_n_tilesize64x128x8_stage3_warpsize1x4x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,84.65,132,59.05,40.55,12.31,12.50,0,19.53
628,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize64x64x8_stage3_warpsize1x4x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,76.11,132,85.96,33.43,23.39,25,0,69.57
629,elementwise_kernel,63.49,132,37.40,37.40,82.84,100,0,52.11
630,elementwise_kernel,64.93,132,38.37,38.37,82.36,100,0,53.56
631,CatArrayBatchedCopy,51.70,132,55.57,42.53,82.23,100,0,70.17
632,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x64x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,78.53,132,75.34,9.11,12.42,12.50,3.41,84.84
633,Kernel,83.03,132,34.34,5.80,12.48,12.50,5.50,68.68
634,reduce_kernel,12.64,132,52.20,52.20,49.81,56.25,7.09,10.77
635,vectorized_elementwise_kernel,0.04,132,9.78,0.12,6.18,100,0,98.56
636,vectorized_elementwise_kernel,8.41,132,30.13,30.13,59.83,100,0,54.67
637,layer_norm_grad_input_kernel,52.48,132,65.66,61.13,86.96,100,79.93,41.04
638,GammaBetaBackwardCUDAKernel_32x32,9.40,132,35.15,35.15,49.23,100,0.09,9.14
639,vectorized_elementwise_kernel,11.02,132,76.36,76.36,80.59,100,29.46,37.73
640,vectorized_elementwise_kernel,0.02,132,9.83,0.06,6.47,100,0,99.03
641,vectorized_elementwise_kernel,0.01,132,9.55,0.06,4.83,100,0,99.06
642,vectorized_elementwise_kernel,15.02,132,65.84,65.84,79.51,100,0,51.20
643,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x128x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,85.96,132,67.21,7.72,12.46,12.50,11.47,90.18
644,Kernel,85.30,132,35.55,6.13,12.46,12.50,7.08,73.98
645,reduce_kernel,7.95,132,30.75,30.75,35.06,56.25,7.40,11.92
646,vectorized_elementwise_kernel,0.02,132,9.86,0.06,6.00,100,0,99.15
647,vectorized_elementwise_kernel,9.74,132,35.85,35.85,68.52,100,0,53.55
648,vectorized_elementwise_kernel,9.89,132,89.05,89.05,87.73,100,0,38.07
649,vectorized_elementwise_kernel,9.83,132,88.58,88.58,87.02,100,0,37.03
650,vectorized_elementwise_kernel,9.91,132,89.23,89.23,87.62,100,0,37.48
651,vectorized_elementwise_kernel,11.55,132,82.19,82.19,83.27,100,0,52.43
652,vectorized_elementwise_kernel,11.50,132,82.00,82.00,82.33,100,0,52.04
653,vectorized_elementwise_kernel,11.64,132,82.67,82.67,84.33,100,0,52.08
654,vectorized_elementwise_kernel,11.60,132,82.33,82.33,84.35,100,0,52.88
655,vectorized_elementwise_kernel,9.89,132,89.11,89.11,86.54,100,0,36.66
656,vectorized_elementwise_kernel,9.98,132,89.22,89.22,86.80,100,22.08,35.12
657,vectorized_elementwise_kernel,11.65,132,82.93,82.93,81.94,100,0,53.09
658,vectorized_elementwise_kernel,9.99,132,89.27,89.27,88.46,100,23.40,35.52
659,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x128x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,80.92,132,63.58,30.56,12.49,12.50,10.23,60.14
660,Kernel,85.37,132,35.59,6.85,12.47,12.50,7.08,70.43
661,reduce_kernel,11.75,132,58.52,58.52,51.47,56.25,5.44,7.37
662,vectorized_elementwise_kernel,0.05,132,9.83,0.15,6.18,100,0,98.31
663,vectorized_elementwise_kernel,9.85,132,36.25,36.25,67.71,100,0,52.68
664,layer_norm_grad_input_kernel,53.21,132,66.58,61.76,89.53,100,79.73,39.88
665,GammaBetaBackwardCUDAKernel_32x32,9.35,132,35.06,35.06,50.02,100,0.09,8.64
666,vectorized_elementwise_kernel,10.80,132,74.95,74.95,81.24,100,29.30,37.56
667,vectorized_elementwise_kernel,0.01,132,9.54,0.06,5.69,100,0,99.15
668,vectorized_elementwise_kernel,0.02,132,10.09,0.07,6.13,100,0,99.12
669,vectorized_elementwise_kernel,14.52,132,62.42,62.42,80.81,100,0,49.69
670,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x64x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,77.01,132,73.67,9.24,12.39,12.50,2.80,87.76
671,Kernel,85.54,132,35.06,6.29,12.48,12.50,0,65.16
672,splitKreduce_kernel,17.00,132,40.12,40.12,82.22,100,0,18.90
673,reduce_kernel,7.93,132,30.65,30.65,35.94,56.25,7.40,13.63
674,vectorized_elementwise_kernel,0.01,132,9.17,0.06,5.23,100,0,99.08
675,vectorized_elementwise_kernel,5.43,132,18.25,15.78,39.81,100,0,62.21
676,elementwise_kernel,64.56,132,37.93,37.93,82.23,100,0,55.85
677,sm80_xmma_gemm_f32f32_f32f32_f32_nt_n_tilesize128x64x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,84.47,132,58.89,40.43,12.23,12.50,0,24.37
678,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x128x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,64.45,132,51.32,26.27,12.44,12.50,0.93,92.44
679,vectorized_elementwise_kernel,14.07,132,88.67,88.67,86.16,100,0,47.39
680,vectorized_elementwise_kernel,9.78,132,91.62,91.62,87.63,100,0,35.55
681,softmax_warp_backward,13.52,132,90.65,90.65,51.20,56.25,0,35.48
682,vectorized_elementwise_kernel,0.01,132,10.85,0.03,5.78,100,0,99.56
683,elementwise_kernel,81.37,132,48.57,48.57,84.72,100,15.59,69.55
684,elementwise_kernel,67.40,132,61.07,61.07,86.00,100,11.11,50.44
685,sm80_xmma_gemm_f32f32_f32f32_f32_nt_n_tilesize64x128x8_stage3_warpsize1x4x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,84.63,132,59.04,40.50,12.27,12.50,0,18.92
686,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize64x64x8_stage3_warpsize1x4x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,76.03,132,85.86,33.39,23.39,25,0.00,69.61
687,elementwise_kernel,64.58,132,38.00,38.00,81.90,100,0,53.32
688,elementwise_kernel,63.79,132,38.17,38.17,81.66,100,0,53.72
689,CatArrayBatchedCopy,52.81,132,55.97,43.40,82.84,100,0,71.90
690,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x64x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,78.57,132,75.36,9.14,12.42,12.50,4.70,83.46
691,Kernel,82.93,132,34.30,5.77,12.47,12.50,5.50,69.54
692,reduce_kernel,12.25,132,50.84,50.84,51.46,56.25,7.19,10.73
693,vectorized_elementwise_kernel,0.04,132,9.69,0.12,6.22,100,0,98.40
694,vectorized_elementwise_kernel,8.89,132,31.82,31.75,65.61,100,0,54.72
695,layer_norm_grad_input_kernel,51.96,132,65.09,60.56,90.30,100,79.42,40.39
696,GammaBetaBackwardCUDAKernel_32x32,9.57,132,35.79,35.79,49.38,100,0.09,7.74
697,vectorized_elementwise_kernel,11.00,132,76.30,76.30,83.07,100,29.47,38.38
698,vectorized_elementwise_kernel,0.01,132,9.10,0.06,6.30,100,0,99.16
699,vectorized_elementwise_kernel,0.02,132,9.90,0.06,6.89,100,0,99.10
700,vectorized_elementwise_kernel,14.97,132,65.27,65.27,80.79,100,0,49.90
701,reduce_kernel,10.47,132,54.83,54.83,35.41,56.25,12.10,21.20
702,vectorized_elementwise_kernel,8.08,132,23.58,0.03,50.44,100,0,99.21
703,embedding_backward_feature_kernel,3.83,132,3.46,3.46,50.00,100,32.65,48.93
704,vectorized_elementwise_kernel,6.04,132,20.59,18.87,50.78,100,0,59.11
705,elementwise_kernel_with_index,0.58,132,11.02,0.03,3.00,100,0,98.02
706,DeviceRadixSortHistogramKernel,22.09,132,10.94,0.41,37.50,43.75,0,92.09
707,DeviceRadixSortExclusiveSumKernel,0.14,132,9.12,0.18,12.92,100,50,97.49
708,DeviceRadixSortOnesweepKernel,0.70,132,3.42,0.48,18.84,18.75,8.18,88.02
709,DeviceRadixSortOnesweepKernel,0.75,132,3.45,0.51,18.46,18.75,8.16,86.89
710,DeviceRadixSortOnesweepKernel,0.49,132,3.66,0.55,18.65,18.75,1.11,86.45
711,DeviceRadixSortOnesweepKernel,0.48,132,3.60,0.54,18.67,18.75,1.11,86.24
712,DeviceRadixSortOnesweepKernel,0.50,132,3.74,0.56,18.22,18.75,1.11,86.31
713,DeviceRadixSortOnesweepKernel,0.50,132,3.78,0.57,18.33,18.75,1.11,86.73
714,DeviceRadixSortOnesweepKernel,0.47,132,3.54,0.53,17.98,18.75,1.11,86.63
715,DeviceRadixSortOnesweepKernel,0.49,132,3.66,0.55,19.12,18.75,1.11,86.22
716,vectorized_elementwise_kernel,23.71,132,79.87,79.87,11.84,100,0,99.69
717,DeviceCompactInitKernel,0.01,132,10.39,0.03,7.44,100,0,99.50
718,DeviceUniqueByKeySweepKernel,0.34,132,5.79,0.53,2.74,62.50,3.65,89.69
719,krn_partials_per_segment,0.32,132,8.43,0.09,2.95,50,36.07,98.73
720,DeviceScanInitKernel,0.01,132,10.10,0.03,6.07,100,0,99.58
721,DeviceScanKernel,0.25,132,6.62,0.52,5.98,75,0.11,92.10
722,compute_num_of_partial_segments,0.00,132,8.46,0.02,1.51,50,0,99.49
723,krn_partial_segment_offset,0.29,132,7.80,0.20,2.79,50,19.97,96.92
724,compute_grad_weight,48.40,132,21.35,21.35,58.45,75,33.95,18.20
725,sum_and_scatter,47.46,132,16.06,4.22,57.06,75,57.27,52.54
726,vectorized_elementwise_kernel,11.44,132,85.18,85.18,83.61,100,0,55.06
