ID,Kernel Name,Compute throughput,SM,Memory throughput,DRAM throughput,Achieved occupancy,Maximum occupancy,L1 hit rate,L2 hit rate
337,sm80_xmma_gemm_f32f32_f32f32_f32_nt_n_tilesize64x128x8_stage3_warpsize1x4x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,84.64,132,59.04,40.52,12.25,12.50,0,19.48
338,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize64x64x8_stage3_warpsize1x4x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,75.85,132,85.67,33.32,23.38,25,0,69.67
339,elementwise_kernel,64.39,132,38.29,38.29,81.39,100,0,52.38
340,elementwise_kernel,63.65,132,37.77,37.77,80.96,100,0,53.38
341,CatArrayBatchedCopy,50.17,132,53.08,41.23,82.78,100,0,70.90
342,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x64x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,78.55,132,75.36,9.18,12.41,12.50,3.99,85.44
343,Kernel,82.99,132,34.33,5.80,12.46,12.50,5.50,68.23
344,reduce_kernel,11.88,132,49.46,49.46,53.49,56.25,7.20,10.56
345,vectorized_elementwise_kernel,0.04,132,9.24,0.11,6.08,100,0,98.51
346,vectorized_elementwise_kernel,8.53,132,30.51,30.51,68.96,100,0,55.21
347,layer_norm_grad_input_kernel,52.96,132,66.36,61.57,88.37,100,79.81,40.31
348,GammaBetaBackwardCUDAKernel_32x32,9.51,132,35.57,35.57,50.25,100,0.09,9.76
349,vectorized_elementwise_kernel,11.01,132,76.58,76.58,82.76,100,29.24,37.14
350,vectorized_elementwise_kernel,0.01,132,9.26,0.06,6.26,100,0,99.03
351,vectorized_elementwise_kernel,0.02,132,9.68,0.06,7.28,100,0,99.19
352,vectorized_elementwise_kernel,14.07,132,62.25,62.25,80.93,100,0,50.65
353,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x128x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,86.10,132,67.25,7.70,12.48,12.50,11.86,89.16
354,Kernel,85.32,132,35.56,6.23,12.47,12.50,7.08,72.19
355,reduce_kernel,8.11,132,31.37,31.37,36.04,56.25,7.38,11.78
356,vectorized_elementwise_kernel,0.02,132,9.75,0.06,8.52,100,0,99.19
357,vectorized_elementwise_kernel,9.71,132,35.71,35.71,69.18,100,0,54.23
358,vectorized_elementwise_kernel,9.96,132,89.91,89.91,86.75,100,0,37.98
359,vectorized_elementwise_kernel,9.93,132,89.35,89.35,86.53,100,0,37.21
360,vectorized_elementwise_kernel,9.85,132,88.60,88.60,86.80,100,0,37.04
361,vectorized_elementwise_kernel,11.79,132,83.82,83.82,82.43,100,0,52.77
362,vectorized_elementwise_kernel,11.60,132,82.50,82.50,82.57,100,0,52.07
363,vectorized_elementwise_kernel,11.53,132,81.99,81.99,84.29,100,0,53.14
364,vectorized_elementwise_kernel,11.71,132,83.40,83.40,83.57,100,0,53.28
365,vectorized_elementwise_kernel,9.84,132,88.90,88.90,85.63,100,0,36.24
366,vectorized_elementwise_kernel,9.94,132,88.92,88.92,86.34,100,24.16,35.36
367,vectorized_elementwise_kernel,11.76,132,83.61,83.61,83.63,100,0,53.06
368,vectorized_elementwise_kernel,10.08,132,90.08,90.08,87.03,100,24.45,35.64
369,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x128x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,80.74,132,63.43,30.18,12.45,12.50,10.37,61.48
370,Kernel,85.33,132,35.57,6.96,12.47,12.50,7.08,69.08
371,reduce_kernel,11.97,132,59.56,59.56,50.53,56.25,5.53,7.43
372,vectorized_elementwise_kernel,0.05,132,9.35,0.14,6.32,100,0,98.31
373,vectorized_elementwise_kernel,9.74,132,35.72,35.72,71.23,100,0,52.04
374,layer_norm_grad_input_kernel,52.36,132,65.58,60.49,88.59,100,79.77,39.82
375,GammaBetaBackwardCUDAKernel_32x32,9.44,132,35.31,35.31,49.45,100,0.09,9.30
376,vectorized_elementwise_kernel,11.12,132,76.89,76.89,82.38,100,29.46,38.45
377,vectorized_elementwise_kernel,0.01,132,9.61,0.06,5.10,100,0,99.15
378,vectorized_elementwise_kernel,0.01,132,9.50,0.06,6.08,100,0,99.17
379,vectorized_elementwise_kernel,14.96,132,65.99,65.99,81.71,100,0,50.20
380,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x64x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,77.22,132,73.85,9.39,12.44,12.50,3.08,87.12
381,Kernel,85.49,132,35.05,6.29,12.50,12.50,0,62.42
382,splitKreduce_kernel,17.13,132,40.44,40.44,83.97,100,0,19.60
383,reduce_kernel,8.13,132,31.44,31.44,35.43,56.25,7.38,13.38
384,vectorized_elementwise_kernel,0.01,132,9.27,0.06,7.08,100,0,99.10
385,vectorized_elementwise_kernel,5.45,132,18.17,15.80,42.82,100,0,61.36
386,elementwise_kernel,64.87,132,38.91,38.91,83.19,100,0,58.67
387,sm80_xmma_gemm_f32f32_f32f32_f32_nt_n_tilesize128x64x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,84.33,132,58.79,40.36,12.24,12.50,0.04,25.53
388,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x128x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,64.31,132,51.19,26.20,12.45,12.50,0.73,92.98
389,vectorized_elementwise_kernel,14.16,132,89.16,89.16,85.84,100,0,47.84
390,vectorized_elementwise_kernel,9.73,132,91.07,91.07,88.04,100,0,35.59
391,softmax_warp_backward,13.55,132,90.82,90.82,50.64,56.25,0,35.47
392,vectorized_elementwise_kernel,0.01,132,11.15,0.03,5.70,100,0,99.56
393,elementwise_kernel,81.70,132,48.81,48.81,84.94,100,15.61,69.45
394,elementwise_kernel,67.47,132,61.12,61.12,86.19,100,11.11,50.51
395,sm80_xmma_gemm_f32f32_f32f32_f32_nt_n_tilesize64x128x8_stage3_warpsize1x4x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,84.61,132,59.02,40.52,12.24,12.50,0,19.44
396,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize64x64x8_stage3_warpsize1x4x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,76.08,132,85.93,33.45,23.39,25,0,69.71
397,elementwise_kernel,63.74,132,37.45,37.45,81.71,100,0,52.33
398,elementwise_kernel,64.82,132,38.29,38.29,80.64,100,0,53.62
399,CatArrayBatchedCopy,52.87,132,55.33,43.48,82.58,100,0,72.17
400,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x64x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,78.52,132,75.32,9.14,12.49,12.50,7.25,87.25
401,Kernel,83.05,132,34.35,5.80,12.47,12.50,5.50,68.06
402,reduce_kernel,12.06,132,50.19,50.19,51.06,56.25,7.18,10.01
403,vectorized_elementwise_kernel,0.04,132,9.45,0.12,5.92,100,0,98.49
404,vectorized_elementwise_kernel,8.79,132,31.45,31.45,72.03,100,0,54.27
405,layer_norm_grad_input_kernel,53.41,132,67.08,61.57,91.53,100,79.76,45.64
406,GammaBetaBackwardCUDAKernel_32x32,9.31,132,35.00,35.00,49.98,100,0.09,10.55
407,vectorized_elementwise_kernel,10.97,132,76.09,76.09,85.31,100,29.40,39.00
408,vectorized_elementwise_kernel,0.01,132,9.48,0.06,5.95,100,0,99.13
409,vectorized_elementwise_kernel,0.01,132,9.55,0.06,6.16,100,0,99.03
410,vectorized_elementwise_kernel,15.27,132,67.64,67.64,81.96,100,0,49.74
411,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x128x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,86.11,132,67.33,7.73,12.45,12.50,11.54,89.48
412,Kernel,85.36,132,35.58,6.26,12.48,12.50,7.08,72.06
413,reduce_kernel,8.13,132,31.42,31.42,33.98,56.25,7.42,11.58
414,vectorized_elementwise_kernel,0.01,132,9.59,0.06,5.78,100,0,99.03
415,vectorized_elementwise_kernel,9.59,132,35.31,35.31,68.85,100,0,53.89
416,vectorized_elementwise_kernel,9.86,132,89.02,89.02,86.76,100,0,38.72
417,vectorized_elementwise_kernel,9.89,132,89.11,89.11,87.47,100,0,37.31
418,vectorized_elementwise_kernel,9.92,132,89.39,89.39,87.20,100,0,37.24
419,vectorized_elementwise_kernel,11.81,132,83.74,83.74,83.29,100,0,52.55
420,vectorized_elementwise_kernel,11.59,132,82.44,82.44,82.97,100,0,51.70
421,vectorized_elementwise_kernel,11.54,132,81.92,81.92,83.39,100,0,52.50
422,vectorized_elementwise_kernel,11.81,132,84.33,84.33,83.60,100,0,53.25
423,vectorized_elementwise_kernel,9.88,132,89.20,89.20,87.84,100,0,36.56
424,vectorized_elementwise_kernel,10.00,132,89.36,89.36,86.22,100,24.39,35.30
425,vectorized_elementwise_kernel,11.60,132,82.53,82.53,84.88,100,0,52.97
426,vectorized_elementwise_kernel,10.00,132,89.34,89.34,87.01,100,24.41,35.58
427,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x128x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,80.81,132,63.50,30.52,12.45,12.50,10.36,61.46
428,Kernel,85.35,132,35.58,6.91,12.47,12.50,7.08,68.25
429,reduce_kernel,11.94,132,59.26,59.26,51.90,56.25,5.51,7.67
430,vectorized_elementwise_kernel,0.05,132,9.57,0.15,5.98,100,0,98.07
431,vectorized_elementwise_kernel,9.65,132,35.55,35.55,71.59,100,0,53.56
432,layer_norm_grad_input_kernel,51.22,132,64.13,58.93,88.70,100,79.65,41.29
433,GammaBetaBackwardCUDAKernel_32x32,9.47,132,35.40,35.40,50.29,100,0.09,10.40
434,vectorized_elementwise_kernel,10.73,132,74.09,74.09,84.07,100,29.34,38.01
435,vectorized_elementwise_kernel,0.01,132,9.19,0.06,7.72,100,0,99.02
436,vectorized_elementwise_kernel,0.02,132,9.98,0.07,6.13,100,0,99.00
437,vectorized_elementwise_kernel,14.78,132,65.60,65.60,81.06,100,0,50.30
438,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x64x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,77.06,132,73.73,9.51,12.44,12.50,2.59,87.33
439,Kernel,85.34,132,34.97,6.28,12.47,12.50,0,64.64
440,splitKreduce_kernel,17.14,132,40.49,40.49,86.94,100,0,18.33
441,reduce_kernel,7.96,132,30.74,30.74,35.93,56.25,7.40,13.28
442,vectorized_elementwise_kernel,0.02,132,9.67,0.06,5.41,100,0,99.15
443,vectorized_elementwise_kernel,5.39,132,17.97,15.58,38.18,100,0,60.76
444,elementwise_kernel,65.21,132,38.71,38.71,81.90,100,0,55.33
445,sm80_xmma_gemm_f32f32_f32f32_f32_nt_n_tilesize128x64x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,84.57,132,58.96,40.47,12.22,12.50,0,23.83
446,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x128x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,64.58,132,51.41,26.31,12.44,12.50,1.12,93.00
447,vectorized_elementwise_kernel,14.16,132,89.11,89.11,85.71,100,0,47.61
448,vectorized_elementwise_kernel,9.78,132,91.58,91.58,87.62,100,0,35.72
449,softmax_warp_backward,13.53,132,90.67,90.67,50.73,56.25,0,35.29
450,vectorized_elementwise_kernel,0.01,132,10.82,0.03,5.77,100,0,99.51
451,elementwise_kernel,81.51,132,48.64,48.64,84.98,100,15.60,69.51
452,elementwise_kernel,67.54,132,61.26,61.26,86.23,100,11.11,50.54
453,sm80_xmma_gemm_f32f32_f32f32_f32_nt_n_tilesize64x128x8_stage3_warpsize1x4x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,84.60,132,59.00,40.51,12.30,12.50,0,18.21
454,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize64x64x8_stage3_warpsize1x4x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,76.05,132,85.91,33.44,23.38,25,0,69.72
455,elementwise_kernel,64.65,132,38.42,38.42,81.35,100,0,52.09
456,elementwise_kernel,64.70,132,38.41,38.41,81.03,100,0,54.78
457,CatArrayBatchedCopy,50.30,132,53.74,41.38,81.80,100,0,71.04
458,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x64x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,78.51,132,75.31,9.26,12.42,12.50,5.01,83.57
459,Kernel,83.05,132,34.35,5.80,12.47,12.50,5.50,70.27
460,reduce_kernel,11.95,132,49.61,49.61,51.95,56.25,7.22,10.49
461,vectorized_elementwise_kernel,0.04,132,9.56,0.12,6.16,100,0,98.51
462,vectorized_elementwise_kernel,8.62,132,30.85,30.85,66.35,100,0,53.46
463,layer_norm_grad_input_kernel,52.88,132,66.17,61.61,90.07,100,79.88,40.62
464,GammaBetaBackwardCUDAKernel_32x32,9.53,132,35.62,35.62,49.97,100,0.09,11.06
465,vectorized_elementwise_kernel,10.80,132,75.03,75.03,82.61,100,29.46,37.88
466,vectorized_elementwise_kernel,0.01,132,9.44,0.06,6.52,100,0,99.04
467,vectorized_elementwise_kernel,0.01,132,9.60,0.06,7.16,100,0,99.08
468,vectorized_elementwise_kernel,14.50,132,64.25,64.25,81.36,100,0,49.57
469,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x128x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,86.06,132,67.28,7.72,12.47,12.50,11.53,88.22
470,Kernel,85.28,132,35.55,6.24,12.48,12.50,7.08,71.12
471,reduce_kernel,8.03,132,31.10,31.10,34.53,56.25,7.40,11.41
472,vectorized_elementwise_kernel,0.01,132,9.34,0.06,5.99,100,0,99.10
473,vectorized_elementwise_kernel,9.53,132,35.11,35.11,68.42,100,0,52.79
474,vectorized_elementwise_kernel,9.93,132,89.54,89.54,87.10,100,0,38.15
475,vectorized_elementwise_kernel,9.94,132,89.42,89.42,85.29,100,0,37.45
476,vectorized_elementwise_kernel,10.07,132,90.64,90.64,87.63,100,0,37.02
477,vectorized_elementwise_kernel,11.59,132,82.59,82.59,83.87,100,0,52.94
478,vectorized_elementwise_kernel,11.75,132,83.61,83.61,82.49,100,0,52.49
479,vectorized_elementwise_kernel,11.62,132,82.73,82.73,83.07,100,0,52.69
480,vectorized_elementwise_kernel,11.69,132,83.24,83.24,85.44,100,0,53.10
481,vectorized_elementwise_kernel,9.90,132,89.29,89.29,86.91,100,0,36.71
482,vectorized_elementwise_kernel,10.03,132,89.63,89.63,87.47,100,23.44,35.09
483,vectorized_elementwise_kernel,11.67,132,82.94,82.94,81.76,100,0,52.57
484,vectorized_elementwise_kernel,10.06,132,89.85,89.85,87.20,100,24.45,35.76
485,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x128x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,80.46,132,63.22,30.27,12.49,12.50,10.74,61.37
486,Kernel,85.37,132,35.59,6.98,12.44,12.50,7.08,70.06
487,reduce_kernel,11.85,132,59.08,59.08,51.08,56.25,5.52,7.13
488,vectorized_elementwise_kernel,0.05,132,9.77,0.15,7.06,100,0,98.31
489,vectorized_elementwise_kernel,9.68,132,35.68,35.68,69.09,100,0,52.82
490,layer_norm_grad_input_kernel,51.92,132,64.98,60.10,86.66,100,79.55,39.73
491,GammaBetaBackwardCUDAKernel_32x32,9.53,132,35.62,35.62,49.13,100,0.09,10.22
492,vectorized_elementwise_kernel,11.02,132,76.56,76.56,83.51,100,29.38,37.79
493,vectorized_elementwise_kernel,0.02,132,9.83,0.06,7.84,100,0,99.15
494,vectorized_elementwise_kernel,0.01,132,9.59,0.06,6.33,100,0,99.13
495,vectorized_elementwise_kernel,14.91,132,65.88,65.88,79.94,100,0,49.63
496,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x64x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,76.90,132,73.57,9.34,12.37,12.50,2.81,89.31
497,Kernel,85.48,132,35.04,6.28,12.50,12.50,0,63.80
498,splitKreduce_kernel,16.63,132,39.32,39.32,82.86,100,0,18.72
499,reduce_kernel,8.09,132,31.27,31.27,37.41,56.25,7.39,13.73
500,vectorized_elementwise_kernel,0.02,132,9.82,0.06,5.54,100,0,99.12
501,vectorized_elementwise_kernel,5.52,132,18.35,15.96,39.34,100,0,61.76
502,elementwise_kernel,65.55,132,39.02,39.02,83.09,100,0,55.74
503,sm80_xmma_gemm_f32f32_f32f32_f32_nt_n_tilesize128x64x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,84.22,132,58.72,40.31,12.25,12.50,0.16,23.67
504,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x128x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,64.44,132,51.28,26.27,12.41,12.50,0.70,92.28
505,vectorized_elementwise_kernel,14.18,132,89.19,89.19,85.71,100,0,47.74
506,vectorized_elementwise_kernel,9.75,132,91.19,91.19,87.18,100,0,35.63
507,softmax_warp_backward,13.53,132,90.76,90.76,50.60,56.25,0,35.64
508,vectorized_elementwise_kernel,0.01,132,11.49,0.04,5.58,100,0,99.54
509,elementwise_kernel,81.63,132,48.68,48.68,85.02,100,15.60,69.41
510,elementwise_kernel,67.63,132,61.26,61.26,86.37,100,11.11,50.46
511,sm80_xmma_gemm_f32f32_f32f32_f32_nt_n_tilesize64x128x8_stage3_warpsize1x4x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,84.67,132,59.05,40.56,12.25,12.50,0,19.07
512,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize64x64x8_stage3_warpsize1x4x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,76.06,132,85.92,33.46,23.38,25,0.00,69.62
513,elementwise_kernel,64.24,132,38.07,38.07,82.40,100,0,52.49
514,elementwise_kernel,63.57,132,37.86,37.86,81.60,100,0,52.89
515,CatArrayBatchedCopy,52.43,132,55.73,43.15,82.79,100,0,71.66
516,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x64x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,78.60,132,75.41,9.14,12.41,12.50,5.10,85.53
517,Kernel,82.97,132,34.32,5.79,12.46,12.50,5.50,71.06
518,reduce_kernel,12.24,132,50.84,50.84,52.16,56.25,7.18,10.74
519,vectorized_elementwise_kernel,0.04,132,9.89,0.12,6.71,100,0,98.59
520,vectorized_elementwise_kernel,8.06,132,28.84,28.84,65.99,100,0,53.28
521,layer_norm_grad_input_kernel,52.25,132,65.39,60.63,88.93,100,79.65,40.06
522,GammaBetaBackwardCUDAKernel_32x32,9.45,132,35.32,35.32,50.51,100,0.09,9.79
523,vectorized_elementwise_kernel,11.00,132,76.20,76.20,82.79,100,29.35,38.27
524,vectorized_elementwise_kernel,0.02,132,10.08,0.06,5.03,100,0,99.17
525,vectorized_elementwise_kernel,0.01,132,9.30,0.06,6.14,100,0,99.10
526,vectorized_elementwise_kernel,14.80,132,65.61,65.61,80.36,100,0,49.84
527,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x128x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,86.09,132,67.30,7.73,12.46,12.50,12.06,88.88
528,Kernel,85.31,132,35.56,6.24,12.47,12.50,7.08,71.91
529,reduce_kernel,8.06,132,31.13,31.13,36.44,56.25,7.39,11.39
530,vectorized_elementwise_kernel,0.01,132,9.59,0.06,5.98,100,0,99.08
531,vectorized_elementwise_kernel,9.62,132,35.48,35.48,67.97,100,0,53.33
532,vectorized_elementwise_kernel,10.04,132,90.61,90.61,87.22,100,0,37.69
533,vectorized_elementwise_kernel,9.89,132,89.03,89.03,86.30,100,0,37.16
534,vectorized_elementwise_kernel,9.91,132,89.28,89.28,86.67,100,0,37.15
535,vectorized_elementwise_kernel,11.70,132,83.18,83.18,84.52,100,0,53.10
536,vectorized_elementwise_kernel,11.76,132,83.73,83.73,83.92,100,0,52.15
537,vectorized_elementwise_kernel,11.63,132,82.89,82.89,84.52,100,0,52.60
538,vectorized_elementwise_kernel,11.58,132,82.26,82.26,81.38,100,0,53.10
539,vectorized_elementwise_kernel,9.94,132,89.77,89.77,87.46,100,0,36.57
540,vectorized_elementwise_kernel,10.08,132,90.00,90.00,87.73,100,23.70,35.36
541,vectorized_elementwise_kernel,11.69,132,83.10,83.10,81.83,100,0,53.53
542,vectorized_elementwise_kernel,10.00,132,89.39,89.39,87.17,100,24.47,35.94
543,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x128x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,80.75,132,63.45,29.98,12.50,12.50,10.69,59.81
544,Kernel,85.32,132,35.59,6.93,12.46,12.50,7.08,69.10
545,reduce_kernel,11.62,132,57.84,57.84,52.03,56.25,5.51,7.30
546,vectorized_elementwise_kernel,0.05,132,9.10,0.14,7.78,100,0,98.03
547,vectorized_elementwise_kernel,9.83,132,36.08,36.08,74.76,100,0,52.33
548,layer_norm_grad_input_kernel,51.91,132,65.06,60.37,90.34,100,79.89,39.62
549,GammaBetaBackwardCUDAKernel_32x32,9.31,132,34.86,34.86,50.35,100,0.09,8.19
550,vectorized_elementwise_kernel,10.69,132,73.75,73.75,82.13,100,29.34,37.87
551,vectorized_elementwise_kernel,0.02,132,9.97,0.07,6.18,100,0,99.14
552,vectorized_elementwise_kernel,0.02,132,9.87,0.06,6,100,0,99.10
553,vectorized_elementwise_kernel,14.96,132,66.35,66.35,81.26,100,0,48.51
554,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x64x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,76.92,132,73.59,9.26,12.39,12.50,2.78,89.39
555,Kernel,85.57,132,35.07,6.30,12.51,12.50,0,61.62
556,splitKreduce_kernel,16.75,132,39.55,39.55,84.84,100,0,17.30
557,reduce_kernel,7.91,132,30.57,30.57,34.96,56.25,7.41,13.99
558,vectorized_elementwise_kernel,0.02,132,9.89,0.06,5.80,100,0,99.00
559,vectorized_elementwise_kernel,5.51,132,18.34,15.96,39.91,100,0,62.97
560,elementwise_kernel,64.00,132,37.77,37.77,81.57,100,0,54.85
561,sm80_xmma_gemm_f32f32_f32f32_f32_nt_n_tilesize128x64x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,84.58,132,58.97,40.50,12.26,12.50,0,25.08
562,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x128x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,64.45,132,51.27,26.28,12.46,12.50,0.77,93.05
563,vectorized_elementwise_kernel,14.06,132,88.56,88.56,86.12,100,0,47.55
564,vectorized_elementwise_kernel,9.74,132,91.12,91.12,87.25,100,0,35.79
565,softmax_warp_backward,13.53,132,90.71,90.71,50.50,56.25,0,35.49
566,vectorized_elementwise_kernel,0.01,132,11.17,0.04,5.11,100,0,99.45
567,elementwise_kernel,81.78,132,48.78,48.78,85.04,100,15.61,69.55
568,elementwise_kernel,67.45,132,61.07,61.07,86.25,100,11.11,50.37
569,sm80_xmma_gemm_f32f32_f32f32_f32_nt_n_tilesize64x128x8_stage3_warpsize1x4x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,84.56,132,58.98,40.48,12.27,12.50,0.04,19.01
570,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize64x64x8_stage3_warpsize1x4x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,75.71,132,85.51,33.28,23.38,25,0.00,69.88
571,elementwise_kernel,64.41,132,38.09,38.09,82.67,100,0,52.04
572,elementwise_kernel,64.51,132,38.39,38.39,82.34,100,0,54.76
573,CatArrayBatchedCopy,52.41,132,55.33,43.13,81.83,100,0,72.12
574,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x64x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,78.56,132,75.37,9.09,12.44,12.50,7.36,85.60
575,Kernel,82.97,132,34.33,5.80,12.48,12.50,5.50,69.57
576,reduce_kernel,11.81,132,49.06,49.06,49.98,56.25,7.18,10.52
577,vectorized_elementwise_kernel,0.04,132,9.50,0.12,5.56,100,0,98.60
578,vectorized_elementwise_kernel,8.80,132,31.46,31.46,67.35,100,0,53.71
579,layer_norm_grad_input_kernel,52.04,132,65.21,60.75,89.33,100,79.81,40.14
580,GammaBetaBackwardCUDAKernel_32x32,9.43,132,35.26,35.26,51.12,100,0.09,9.15
581,vectorized_elementwise_kernel,10.85,132,75.43,75.43,79.17,100,29.53,38.05
582,vectorized_elementwise_kernel,0.02,132,9.66,0.06,6.48,100,0,99.15
583,vectorized_elementwise_kernel,0.01,132,9.62,0.06,7.63,100,0,98.89
584,vectorized_elementwise_kernel,14.70,132,64.77,64.77,79.69,100,0,50.00
585,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x128x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,86.12,132,67.33,7.72,12.45,12.50,12.20,89.26
586,Kernel,85.21,132,35.52,6.17,12.47,12.50,7.08,71.90
587,reduce_kernel,8.04,132,31.05,31.05,34.95,56.25,7.38,12.01
588,vectorized_elementwise_kernel,0.02,132,10.01,0.07,5.22,100,0,99.15
589,vectorized_elementwise_kernel,9.64,132,35.37,35.37,70.35,100,0,52.90
590,vectorized_elementwise_kernel,9.96,132,89.57,89.57,87.31,100,0,38.13
591,vectorized_elementwise_kernel,10.06,132,90.64,90.64,86.23,100,0,37.08
592,vectorized_elementwise_kernel,10.05,132,90.63,90.63,87.14,100,0,36.99
593,vectorized_elementwise_kernel,11.66,132,83.22,83.22,83.76,100,0,52.62
594,vectorized_elementwise_kernel,11.71,132,83.51,83.51,84.87,100,0,51.94
595,vectorized_elementwise_kernel,11.61,132,82.49,82.49,82.98,100,0,52.69
596,vectorized_elementwise_kernel,11.81,132,83.96,83.96,83.62,100,0,53.11
597,vectorized_elementwise_kernel,9.90,132,89.43,89.43,85.76,100,0,36.69
598,vectorized_elementwise_kernel,10.06,132,89.80,89.80,86.64,100,23.23,35.42
599,vectorized_elementwise_kernel,11.81,132,83.83,83.83,83.96,100,0,53.16
600,vectorized_elementwise_kernel,10.02,132,89.45,89.45,86.82,100,24.45,35.67
601,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x128x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas,80.55,132,63.28,30.82,12.48,12.50,10.39,59.43
602,Kernel,85.21,132,35.55,6.96,12.47,12.50,7.08,69.51
603,reduce_kernel,11.73,132,58.29,58.29,51.54,56.25,5.53,7.02
604,vectorized_elementwise_kernel,0.05,132,10.00,0.15,7.11,100,0,98.18
605,vectorized_elementwise_kernel,9.52,132,34.94,34.94,71.96,100,0,52.44
606,layer_norm_grad_input_kernel,52.46,132,65.69,61.15,89.23,100,79.85,39.97
607,GammaBetaBackwardCUDAKernel_32x32,9.43,132,35.24,35.24,49.57,100,0.09,9.70
