Kernel Name,Compute throughput,Memory throughput,DRAM throughput,Achieved occupancy,Maximum occupancy,L1 hit rate,L2 hit rate
vectorized_elementwise_kernel,0.44,11.62,0.04,6.33,100,0,100.38
_scatter_gather_elementwise_kernel,0.02,5.30,0.20,6.17,100,0,96.76
vectorized_elementwise_kernel,0.57,9.92,1.19,6.22,100,33.33,89.18
Kernel,6.32,9.29,5.19,5.93,25,0,69.08
Kernel,10.28,14.04,2.89,6.04,25,0,86.40
vectorized_elementwise_kernel,6.08,14.45,14.45,38.91,100,0,50.64
unrolled_elementwise_kernel,10.77,9.05,7.24,23.47,100,40,56.81
rmsnorm_bwd_tuned_kernel,6.46,45.36,8.45,19.41,31.25,25.57,86.55
rmsnorm_bwd_finalize_tuned_kernel,6.33,22.04,22.04,50.05,100,0,16.41
vectorized_elementwise_kernel,6.39,15.11,15.11,33.78,100,33.33,50.78
unrolled_elementwise_kernel,0.09,5.62,0.21,6.07,100,40,96.47
vectorized_elementwise_kernel,6.73,14.75,12.02,38.35,100,0,58.53
Kernel,13.14,28.14,11.33,6.24,6.25,0,63.40
splitKreduce_kernel,13.55,16.06,13.63,44.36,100,0,38.45
Kernel,11.59,25.15,16.11,6.09,6.25,20,56.13
flash_bwd_dot_do_o_kernel,0.84,7.20,2.56,12.12,62.50,48.16,74.82
flash_bwd_dq_dk_dv_loop_seqk_parallel_kernel,1.49,2.33,1.23,12.43,12.50,1.66,68.40
flash_bwd_convert_dq_kernel,0.91,6.37,2.48,12.04,62.50,0.97,73.61
reduce_kernel,1.78,5.99,1.51,6.16,56.25,29.03,81.18
reduce_kernel,1.71,5.77,1.44,6.70,56.25,28.41,82.73
fused_rope_backward,6.75,5.52,0.93,10.86,100,81.58,86.63
fused_rope_backward,7.80,5.95,1.63,11.62,100,71.43,77.54
rmsnorm_bwd_general_kernel,1.48,6.94,0.85,5.96,100,18.24,89.38
rmsnorm_bwd_finalize_general_kernel,0.06,6.73,0.23,5.99,100,0,98.48
unrolled_elementwise_kernel,0.01,9.62,0.27,5.76,100,40,97.04
rmsnorm_bwd_general_kernel,6.16,8.53,3.33,11.37,100,20.86,71.94
rmsnorm_bwd_finalize_general_kernel,0.06,2.94,0.36,6.26,100,0,88.30
unrolled_elementwise_kernel,0.01,9.07,0.26,6.16,100,40,96.35
CatArrayBatchedCopy,19.05,8.11,2.14,69.93,100,22.74,78.29
Kernel,17.28,29.08,11.07,6.30,25,0,80.03
Kernel,13.68,26.65,19.63,9.00,18.75,18.27,65.01
rmsnorm_bwd_tuned_kernel,6.51,45.32,8.49,18.99,31.25,25.59,84.65
rmsnorm_bwd_finalize_tuned_kernel,6.60,22.99,22.99,48.37,100,0,15.24
vectorized_elementwise_kernel,6.38,15.11,15.11,38.93,100,33.33,48.52
unrolled_elementwise_kernel,0.09,5.43,0.21,6.29,100,40,95.74
vectorized_elementwise_kernel,6.40,13.89,11.42,43.24,100,0,56.86
vectorized_elementwise_kernel,0.82,11.11,0.03,6.16,100,0,98.81
elementwise_kernel,22.53,12.92,5.66,43.29,100,14.85,69.61
elementwise_kernel,23.33,10.01,0.77,43.63,100,36.33,93.11
reduce_kernel,1.19,3.65,2.70,25.34,100,0.73,53.26
indexSelectLargeIndex,26.41,8.01,3.77,45.05,100,32.36,66.77
vectorized_elementwise_kernel,4.92,12.47,0.03,37.07,100,0,99.76
indexSelectLargeIndex,25.23,7.82,3.55,45.01,100,32.37,68.36
kernel,1.41,7.75,2.32,6.11,18.75,37.65,74.82
Kernel,2.77,7.22,2.25,5.98,25,0,82.02
splitKreduce_kernel,0.11,7.85,0.15,12.06,100,0,98.99
Kernel,5.17,10.05,4.30,6.26,25,0,82.02
splitKreduce_kernel,1.28,8.74,4.53,22.13,100,0,60.42
kernel,1.40,7.55,2.30,6.98,18.75,37.65,73.08
kernel,1.45,7.93,2.39,5.99,18.75,37.65,73.61
Kernel,2.68,7.07,2.29,6.29,25,0,81.76
splitKreduce_kernel,0.13,7.21,0.34,14.79,100,0,94.52
Kernel,2.63,6.96,2.38,6.17,25,0,79.33
splitKreduce_kernel,0.17,7.94,0.64,22.43,100,0,91.61
Kernel,5.25,8.94,3.47,6.28,25,0,80.58
splitKreduce_kernel,0.84,8.37,2.87,21.54,100,0,68.19
Kernel,2.72,7.29,2.35,6.22,25,0,82.00
splitKreduce_kernel,0.13,7.32,0.38,17.94,100,0,95.49
kernel,1.44,8.00,2.38,6.33,18.75,37.65,74.08
kernel,1.44,7.89,2.36,6.09,18.75,37.65,74.52
Kernel,2.70,7.58,2.64,5.89,25,0,79.78
splitKreduce_kernel,0.30,7.52,0.97,17.55,100,0,86.90
Kernel,6.90,6.60,0.17,6.55,25,57.26,99.93
Kernel,9.61,10.31,0.13,10.02,50,0.46,92.99
Kernel,9.73,16.67,2.17,9.35,50,3.66,89.68
Kernel,6.62,6.26,0.16,6.26,25,57.17,100.18
Kernel,6.93,6.49,0.17,6.22,25,57.26,97.08
Kernel,9.86,10.77,0.25,9.00,50,1.27,98.55
Kernel,9.81,10.88,0.40,8.73,50,1.87,95.82
Kernel,10.32,16.62,1.39,9.35,50,3.36,91.01
Kernel,9.89,10.83,0.28,8.52,50,1.39,100.77
Kernel,6.97,6.49,0.17,6.23,25,57.14,98.04
Kernel,6.81,6.50,0.17,6.31,25,57.16,98.81
Kernel,9.47,10.78,0.60,10.26,50,2.42,94.89
elementwise_kernel,0.86,6.24,0.60,6.27,100,15.06,91.99
vectorized_elementwise_kernel,0.38,9.48,0.79,5.58,100,0.10,90.27
elementwise_kernel,0.96,5.95,0.36,5.96,100,22.37,94.67
vectorized_elementwise_kernel,0.36,9.91,0.44,6.14,100,0.07,95.51
vectorized_elementwise_kernel,0.46,9.81,0.45,5.33,100,0.14,95.40
elementwise_kernel,0.84,6.04,0.58,6.25,100,15.44,92.23
vectorized_elementwise_kernel,0.46,9.90,0.44,6.04,100,0.14,96.25
vectorized_elementwise_kernel,0.39,9.67,0.81,6.50,100,0.10,92.28
vectorized_elementwise_kernel,0.38,9.51,0.79,6.35,100,0.10,92.06
CatArrayBatchedCopy,12.42,8.21,0.65,74.35,100,16.51,93.70
kernel,12.09,6.67,3.82,15.78,18.75,90.99,54.97
Kernel,2.25,6.43,3.68,1.36,31.25,0,61.59
Kernel,14.31,21.79,3.70,11.86,50,14.49,79.08
kernel,11.93,6.69,3.78,16.22,18.75,90.98,60.64
kernel,11.70,6.64,3.70,16.39,18.75,90.99,60.49
Kernel,2.21,6.48,3.63,1.53,31.25,0,60.05
Kernel,2.30,6.86,3.78,1.54,31.25,0,61.61
Kernel,10.69,16.04,3.74,9.16,50,3.55,77.29
Kernel,2.32,6.98,3.80,1.58,31.25,0,61.42
kernel,11.80,6.62,3.72,15.89,18.75,90.99,59.20
kernel,12.02,6.62,3.79,15.77,18.75,90.98,59.73
Kernel,4.58,6.81,3.69,6.47,37.50,0,65.11
Kernel,10.27,9.50,0.17,6.15,25,56.88,101.19
Kernel,17.36,18.65,0.11,19.20,50,1.97,101.29
Kernel,8.15,11.38,2.60,5.73,25,0,81.70
Kernel,10.09,9.33,0.17,6.14,25,56.88,98.01
Kernel,10.23,9.46,0.17,6.33,25,56.88,97.22
Kernel,17.12,18.70,0.22,19.09,50,5.40,101.16
Kernel,16.59,18.46,0.35,18.92,50,7.97,101.42
Kernel,7.60,10.77,1.61,6.03,25,0,89.32
Kernel,17.23,18.89,0.25,19.38,50,5.92,100.31
Kernel,9.96,9.22,0.31,6.11,25,56.71,98.15
Kernel,9.91,9.16,0.16,6.04,25,56.87,97.47
Kernel,15.39,13.04,0.58,19.55,75,10.30,99.21
unrolled_elementwise_kernel,61.16,44.21,44.21,86.79,100,37.73,45.45
unrolled_elementwise_kernel,62.06,57.12,57.12,90.89,100,35.92,45.69
elementwise_kernel,11.70,37.32,4.29,39.56,100,37.05,93.46
elementwise_kernel,10.61,50.75,3.89,39.28,100,2.85,94.13
vectorized_elementwise_kernel,4.60,11.59,0.03,39.61,100,0,99.57
indexFuncLargeIndex,29.46,10.43,6.25,45.47,100,10.71,58.70
vectorized_elementwise_kernel,5.55,12.89,0.03,42.53,100,0,99.60
vectorized_elementwise_kernel,5.49,12.62,0.03,42.68,100,0,98.75
indexFuncLargeIndex,30.81,10.77,3.72,46.23,100,10.71,72.73
vectorized_elementwise_kernel,0.01,11.49,0.03,6.24,100,0,99.46
vectorized_elementwise_kernel,0.00,9.83,0.03,5.35,100,0,99.35
vectorized_elementwise_kernel,0.00,9.90,0.04,3.67,100,0,99.39
vectorized_elementwise_kernel,0.00,9.38,0.03,4.81,100,0,99.53
elementwise_kernel,0.01,9.20,0.12,5.99,100,8.33,99.80
elementwise_kernel,1.60,8.67,0.10,6.36,100,25,99.50
vectorized_elementwise_kernel,0.64,10.50,2.32,5.92,100,0,80.84
softmax_warp_backward,0.65,10.39,2.29,5.25,100,0,81.37
unrolled_elementwise_kernel,1.04,5.93,0.78,6.25,100,15.29,88.63
unrolled_elementwise_kernel,0.01,7.82,0.15,5.58,100,0,98.82
vectorized_elementwise_kernel,0.01,9.13,0.05,6.92,100,0,100.01
softmax_warp_backward,0.01,9.10,0.05,6.10,100,16.67,100.16
unrolled_elementwise_kernel,0.01,7.10,0.16,6.05,100,16,96.85
vectorized_elementwise_kernel,0.42,11.09,0.03,6.02,100,0,98.56
_scatter_gather_elementwise_kernel,0.02,5.58,0.21,5.74,100,0,95.12
vectorized_elementwise_kernel,0.57,9.71,1.18,6.04,100,33.33,87.94
Kernel,6.22,9.50,5.12,5.93,25,0,68.24
Kernel,10.48,14.28,2.95,6.57,25,0,90.59
vectorized_elementwise_kernel,6.21,14.75,14.74,37.44,100,0,51.72
unrolled_elementwise_kernel,11.23,9.46,7.56,23.23,100,40,58.20
rmsnorm_bwd_tuned_kernel,6.57,46.27,8.57,18.89,31.25,25.95,84.34
rmsnorm_bwd_finalize_tuned_kernel,6.81,23.79,23.79,49.75,100,0,15.52
vectorized_elementwise_kernel,6.30,14.97,14.97,36.75,100,33.33,49.88
unrolled_elementwise_kernel,0.09,5.28,0.20,6.35,100,40,94.87
vectorized_elementwise_kernel,6.71,14.19,11.96,38.56,100,0,56.20
Kernel,12.99,27.96,11.25,6.21,6.25,0,68.59
splitKreduce_kernel,13.64,16.14,13.67,44.98,100,0,37.88
Kernel,11.55,25.11,16.08,6.10,6.25,20,59.08
flash_bwd_dot_do_o_kernel,0.84,7.33,2.56,11.70,62.50,47.50,77.27
flash_bwd_dq_dk_dv_loop_seqk_parallel_kernel,1.53,2.38,1.26,12.35,12.50,1.66,66.98
flash_bwd_convert_dq_kernel,0.88,5.94,2.40,12.31,62.50,0.97,68.82
reduce_kernel,1.76,5.78,1.49,6.41,56.25,26.46,79.82
reduce_kernel,1.70,5.58,1.43,6.37,56.25,30.07,80.70
fused_rope_backward,6.71,5.30,0.92,10.73,100,81.58,83.77
fused_rope_backward,7.97,5.89,1.66,11.56,100,71.43,75.76
rmsnorm_bwd_general_kernel,1.46,6.66,0.84,6.35,100,18.24,86.54
rmsnorm_bwd_finalize_general_kernel,0.06,6.35,0.22,6.37,100,0,95.87
unrolled_elementwise_kernel,0.01,9.51,0.27,5.28,100,40,96.12
rmsnorm_bwd_general_kernel,5.80,7.97,3.13,12.27,100,20.86,71.49
rmsnorm_bwd_finalize_general_kernel,0.07,3.00,0.37,5.92,100,0,87.01
unrolled_elementwise_kernel,0.01,9.56,0.28,6.10,100,40,96.06
CatArrayBatchedCopy,19.47,8.22,2.18,71.18,100,22.87,77.57
Kernel,16.90,28.45,10.82,6.55,25,0,68.05
Kernel,13.62,26.47,19.52,9.34,18.75,18.32,66.19
rmsnorm_bwd_tuned_kernel,6.52,46.37,8.51,19.74,31.25,25.17,85.24
rmsnorm_bwd_finalize_tuned_kernel,6.79,23.75,23.75,46.17,100,0,14.72
vectorized_elementwise_kernel,6.39,15.21,15.21,38.39,100,33.33,45.32
unrolled_elementwise_kernel,0.09,5.46,0.21,6.16,100,40,94.88
vectorized_elementwise_kernel,6.65,14.77,11.88,40.03,100,0,58.29
vectorized_elementwise_kernel,0.81,11.03,0.03,6.07,100,0,99.47
elementwise_kernel,22.34,12.89,5.62,46.59,100,14.71,69.44
elementwise_kernel,23.31,9.97,0.77,44.67,100,36.09,92.30
reduce_kernel,1.20,3.61,2.72,24.91,100,0.73,52.01
indexSelectLargeIndex,25.23,7.57,3.60,44.41,100,32.55,66.03
vectorized_elementwise_kernel,4.88,12.33,0.03,45.26,100,0,99.47
indexSelectLargeIndex,25.29,7.85,3.56,46.02,100,32.58,67.36
kernel,1.44,7.76,2.36,6.55,18.75,37.65,72.62
Kernel,2.55,6.67,2.09,6.55,25,0,83.54
splitKreduce_kernel,0.12,7.94,0.15,10.58,100,0,97.81
Kernel,5.25,10.27,4.37,6.21,25,0,81.65
splitKreduce_kernel,1.28,8.61,4.57,23.04,100,0,58.84
kernel,1.45,7.91,2.38,6.26,18.75,37.65,73.22
kernel,1.48,8.11,2.43,6.20,18.75,37.65,74.23
Kernel,2.72,7.27,2.33,6.18,25,0,84.68
splitKreduce_kernel,0.14,7.70,0.36,16.45,100,0,94.80
Kernel,2.65,7.17,2.39,6.16,25,0,83.36
splitKreduce_kernel,0.17,7.79,0.62,24.51,100,0,92.30
Kernel,5.31,9.07,3.50,6.71,25,0,80.22
splitKreduce_kernel,0.85,8.57,2.90,21.14,100,0,69.30
Kernel,2.66,7.22,2.31,5.96,25,0,84.39
splitKreduce_kernel,0.13,7.44,0.38,17.90,100,0,95.81
kernel,1.39,7.70,2.28,5.95,18.75,37.65,74.84
kernel,1.41,7.68,2.31,6.35,18.75,37.65,74.23
Kernel,2.75,7.89,2.68,6.32,25,0,84.29
splitKreduce_kernel,0.30,7.82,0.99,20.17,100,0,87.98
Kernel,6.62,6.33,0.17,6.28,25,57.26,100.58
Kernel,10.05,10.79,0.13,8.94,50,0.46,102.02
Kernel,9.87,16.88,2.19,8.90,50,3.63,88.60
Kernel,6.76,6.34,0.17,6.31,25,57.22,98.26
Kernel,6.66,6.39,0.16,6.08,25,57.19,99.81
Kernel,9.19,10.03,0.24,8.75,50,1.27,98.85
Kernel,9.89,10.96,0.40,8.94,50,1.87,97.73
Kernel,10.67,17.20,1.44,9.29,50,3.34,91.65
Kernel,10.02,10.98,0.28,8.79,50,1.39,101.54
Kernel,6.95,6.68,0.17,6.12,25,57.10,100.98
Kernel,6.69,6.49,0.17,6.13,25,57.20,99.04
Kernel,9.78,11.11,0.62,9.05,50,2.41,95.93
elementwise_kernel,0.85,6.07,0.59,6.53,100,15.49,90.27
vectorized_elementwise_kernel,0.41,10.17,0.85,5.83,100,0.05,92.45
elementwise_kernel,0.92,5.60,0.35,6.39,100,21.46,94.30
vectorized_elementwise_kernel,0.35,9.76,0.43,6.42,100,0.14,95.49
vectorized_elementwise_kernel,0.45,9.58,0.43,5.96,100,0.14,95.05
elementwise_kernel,0.84,5.86,0.58,6.03,100,15.69,90.03
vectorized_elementwise_kernel,0.45,9.55,0.43,5.54,100,0.07,95.25
vectorized_elementwise_kernel,0.39,9.57,0.81,7.46,100,0.10,91.61
vectorized_elementwise_kernel,0.39,9.50,0.81,6.34,100,0.10,91.94
CatArrayBatchedCopy,12.79,8.27,0.67,69.88,100,16.53,91.26
kernel,11.96,6.59,3.78,16.23,18.75,90.99,58.27
Kernel,2.39,6.47,3.89,1.62,31.25,0,56.27
Kernel,14.09,21.44,3.67,12.84,50,15.95,73.14
kernel,11.71,6.45,3.70,16.11,18.75,90.99,57.36
kernel,11.95,6.75,3.77,15.87,18.75,90.99,60.06
Kernel,2.30,6.78,3.77,1.57,31.25,0,60.76
Kernel,2.30,7.07,3.77,1.58,31.25,0,64.36
Kernel,11.15,16.74,3.76,8.82,50,3.26,73.76
Kernel,2.33,6.99,3.81,1.56,31.25,0,61.44
kernel,11.97,6.59,3.79,16.37,18.75,90.99,57.49
kernel,12.05,6.69,3.82,16.63,18.75,90.99,60.40
Kernel,4.78,7.11,3.84,6.75,37.50,0,63.27
Kernel,10.21,9.45,0.17,6.27,25,56.88,99.35
Kernel,16.92,18.18,0.11,19.72,50,1.88,99.57
Kernel,8.02,11.40,2.56,5.97,25,0,80.66
Kernel,9.89,9.15,0.17,6.13,25,56.88,98.35
Kernel,9.86,9.12,0.16,6.06,25,56.88,97.67
Kernel,17.69,19.35,0.23,19.02,50,5.18,99.59
Kernel,16.68,18.55,0.35,18.72,50,7.64,97.90
Kernel,7.50,10.68,1.58,6.15,25,0,88.66
Kernel,17.25,18.95,0.25,18.51,50,5.67,99.58
Kernel,9.74,9.01,0.16,6.25,25,56.77,98.38
Kernel,9.87,9.12,0.16,6.20,25,56.87,98.65
Kernel,15.61,13.22,0.58,20.25,75,9.89,97.42
unrolled_elementwise_kernel,60.58,44.19,44.19,87.57,100,37.68,45.89
unrolled_elementwise_kernel,62.28,57.52,57.52,90.48,100,35.84,46.38
reduce_kernel,10.58,82.74,82.74,98.82,100,0,10.67
vectorized_elementwise_kernel,0.01,9.75,0.04,4.17,100,33.33,98.61
vectorized_elementwise_kernel,11.51,86.46,86.46,84.60,100,43.20,51.71
elementwise_kernel,11.48,35.95,4.21,38.81,100,37.31,91.73
elementwise_kernel,10.62,49.69,3.90,40.39,100,2.85,92.49
vectorized_elementwise_kernel,4.86,12.31,0.03,37.89,100,0,100.21
indexFuncLargeIndex,28.52,9.95,6.05,45.23,100,10.71,59.12
vectorized_elementwise_kernel,5.54,12.49,0.03,36.77,100,0,101.21
vectorized_elementwise_kernel,5.35,11.82,0.03,42.61,100,0,99.78
indexFuncLargeIndex,31.70,11.08,3.82,45.62,100,10.71,72.20
vectorized_elementwise_kernel,0.01,10.91,0.03,5.68,100,0,98.27
vectorized_elementwise_kernel,0.00,10.23,0.04,4.08,100,0,99.49
vectorized_elementwise_kernel,0.00,9.54,0.03,4.52,100,0,99.36
vectorized_elementwise_kernel,0.00,10.10,0.04,4.28,100,0,99.47
elementwise_kernel,0.01,8.53,0.12,6.70,100,8.33,98.11
elementwise_kernel,1.66,8.81,0.10,6.25,100,25,98.51
vectorized_elementwise_kernel,0.66,10.55,2.41,5.08,100,0,79.64
softmax_warp_backward,0.62,9.66,2.19,5.97,100,0,79.56
unrolled_elementwise_kernel,1.04,5.88,0.79,6.34,100,15.69,86.01
unrolled_elementwise_kernel,0.01,7.47,0.15,6.10,100,0,96.16
vectorized_elementwise_kernel,0.01,9.86,0.06,5.49,100,0,99.18
softmax_warp_backward,0.01,9.44,0.05,5.42,100,16.67,98.35
unrolled_elementwise_kernel,0.01,7.89,0.18,7.41,100,16.67,95.20
vectorized_elementwise_kernel,0.44,11.51,0.03,5.88,100,0,97.86
_scatter_gather_elementwise_kernel,0.02,5.67,0.21,6.36,100,0,93.38
vectorized_elementwise_kernel,0.54,9.15,1.11,6.31,100,33.33,87.01
Kernel,6.07,8.84,5.00,6.50,25,0,68.94
Kernel,10.52,14.38,2.95,6.29,25,0,87.92
vectorized_elementwise_kernel,6.25,14.78,14.78,39.25,100,0,49.25
unrolled_elementwise_kernel,11.49,9.42,7.74,23.45,100,40,56.98
rmsnorm_bwd_tuned_kernel,6.59,46.60,8.60,20.14,31.25,25.33,86.58
rmsnorm_bwd_finalize_tuned_kernel,6.63,23.11,23.11,49.93,100,0,15.25
vectorized_elementwise_kernel,5.82,13.81,13.81,36.96,100,33.33,49.57
unrolled_elementwise_kernel,0.10,5.72,0.22,6.50,100,40,94.80
vectorized_elementwise_kernel,6.60,13.99,11.76,34.88,100,0,56.85
Kernel,13.18,28.02,11.35,6.28,6.25,0,54.72
splitKreduce_kernel,12.90,15.05,12.95,48.70,100,0,36.60
Kernel,11.64,25.61,16.22,6.13,6.25,20,56.33
flash_bwd_dot_do_o_kernel,0.87,7.48,2.62,11.20,62.50,47.39,76.16
flash_bwd_dq_dk_dv_loop_seqk_parallel_kernel,1.55,2.41,1.27,12.45,12.50,1.66,66.00
flash_bwd_convert_dq_kernel,0.90,6.03,2.46,12.17,62.50,0.97,69.87
reduce_kernel,1.78,5.82,1.50,5.94,56.25,29.29,80.48
reduce_kernel,1.63,5.36,1.38,6.21,56.25,28.58,79.52
fused_rope_backward,6.82,5.37,0.94,10.45,100,81.58,81.54
fused_rope_backward,8.07,5.97,1.68,11.93,100,71.43,74.81
rmsnorm_bwd_general_kernel,1.55,7.09,0.88,6.33,100,18.24,86.78
rmsnorm_bwd_finalize_general_kernel,0.05,6.08,0.21,6.34,100,0,96.10
unrolled_elementwise_kernel,0.01,9.57,0.28,6.12,100,40,96.15
rmsnorm_bwd_general_kernel,5.61,7.68,3.04,11.64,100,20.86,72.08
rmsnorm_bwd_finalize_general_kernel,0.07,3.05,0.38,6.41,100,0,87.16
unrolled_elementwise_kernel,0.01,9.18,0.26,5.31,100,40,95.83
CatArrayBatchedCopy,17.87,7.53,2.01,72.56,100,22.57,76.30
Kernel,17.44,29.37,11.16,6.20,25,0,64.03
Kernel,13.72,26.73,19.65,9.18,18.75,18.35,62.17
rmsnorm_bwd_tuned_kernel,6.63,47.36,8.67,19.45,31.25,24.97,85.75
rmsnorm_bwd_finalize_tuned_kernel,6.80,23.75,23.75,47.56,100,0,15.07
vectorized_elementwise_kernel,6.31,14.96,14.96,39.82,100,33.33,49.35
unrolled_elementwise_kernel,0.09,5.49,0.21,6.24,100,40,94.71
vectorized_elementwise_kernel,6.64,14.44,11.87,35.19,100,0,57.65
vectorized_elementwise_kernel,0.83,11.34,0.03,5.00,100,0,99.60
elementwise_kernel,22.08,12.47,5.70,43.87,100,14.64,67.77
elementwise_kernel,23.90,10.12,0.79,42.38,100,36.07,94.41
reduce_kernel,1.18,3.56,2.70,24.99,100,0.72,51.40
indexSelectLargeIndex,26.50,7.93,3.78,46.04,100,32.40,65.56
vectorized_elementwise_kernel,5.08,12.85,0.03,36.49,100,0,100.49
indexSelectLargeIndex,25.07,7.84,3.53,45.38,100,32.43,68.01
kernel,1.46,7.85,2.40,6.12,18.75,37.65,71.63
Kernel,2.62,6.77,2.15,5.81,25,0,82.63
splitKreduce_kernel,0.11,7.68,0.14,12.90,100,0,97.73
Kernel,5.25,10.05,4.39,6.20,25,0,81.41
splitKreduce_kernel,1.28,8.69,4.55,22.73,100,0,61.06
kernel,1.43,7.67,2.36,6.16,18.75,37.65,71.62
kernel,1.41,7.59,2.32,6.15,18.75,37.65,72.31
Kernel,2.71,7.16,2.32,6.03,25,0,79.60
splitKreduce_kernel,0.13,7.37,0.35,15.33,100,0,94.34
Kernel,2.72,7.23,2.45,6.43,25,0,80.97
splitKreduce_kernel,0.17,7.56,0.61,20.62,100,0,91.22
Kernel,4.97,8.30,3.29,5.91,25,0,78.62
splitKreduce_kernel,0.76,7.55,2.59,19.98,100,0,67.84
Kernel,2.61,6.75,2.26,6.39,25,0,80.20
splitKreduce_kernel,0.14,7.59,0.40,17.35,100,0,93.93
kernel,1.40,7.47,2.29,6.21,18.75,37.65,72.03
kernel,1.48,7.86,2.42,6.19,18.75,37.65,71.49
Kernel,2.58,7.08,2.52,6.09,25,0,80.69
splitKreduce_kernel,0.30,7.50,0.96,17.52,100,0,87.44
Kernel,6.85,6.36,0.17,6.38,25,57.26,94.58
Kernel,9.31,9.99,0.12,9.50,50,0.49,95.90
Kernel,10.32,17.65,2.29,9.82,50,3.88,87.40
Kernel,6.66,6.18,0.17,6.24,25,57.17,94.54
Kernel,6.80,6.31,0.17,6.48,25,57.26,94.32
Kernel,9.85,10.77,0.25,8.63,50,1.35,98.48
Kernel,9.96,11.05,0.41,8.97,50,1.99,95.59
Kernel,10.46,16.85,1.41,8.80,50,3.57,87.80
Kernel,9.49,10.40,0.27,9.01,50,1.48,94.33
Kernel,6.52,6.04,0.16,6.33,25,57.19,95.13
Kernel,6.71,6.22,0.17,6.40,25,57.21,96.71
Kernel,9.23,10.49,0.59,9.46,50,2.57,92.37
elementwise_kernel,0.86,6.02,0.59,6.17,100,15.22,90.30
vectorized_elementwise_kernel,0.41,9.99,0.85,5.96,100,0.10,90.77
elementwise_kernel,0.93,5.66,0.34,6.27,100,21.69,93.52
vectorized_elementwise_kernel,0.34,9.31,0.41,6.13,100,0.14,92.70
vectorized_elementwise_kernel,0.46,9.80,0.44,5.81,100,0.14,94.48
elementwise_kernel,0.85,5.93,0.59,6.04,100,15.54,88.11
vectorized_elementwise_kernel,0.45,9.64,0.43,6.17,100,0.14,95.26
vectorized_elementwise_kernel,0.41,10.12,0.86,6.08,100,0.10,90.85
vectorized_elementwise_kernel,0.40,9.79,0.84,5.88,100,0.10,90.66
CatArrayBatchedCopy,11.66,7.55,0.60,73.18,100,16.23,91.12
kernel,12.12,6.68,3.84,14.84,18.75,90.99,56.83
Kernel,2.36,6.44,3.85,1.54,31.25,0,56.44
Kernel,13.96,21.24,3.62,12.32,50,15.06,79.97
kernel,12.13,6.69,3.83,14.93,18.75,90.99,56.65
kernel,12.30,6.78,3.88,16.72,18.75,90.99,58.08
Kernel,2.36,6.72,3.87,1.60,31.25,0,57.90
Kernel,2.40,6.96,3.94,1.62,31.25,0,58.51
Kernel,11.08,16.63,3.74,9.05,50,3.83,73.69
Kernel,2.31,6.61,3.78,1.55,31.25,0,58.67
kernel,11.91,6.57,3.76,16.25,18.75,90.99,57.58
kernel,12.12,6.69,3.83,15.57,18.75,90.99,58.91
Kernel,4.65,6.55,3.74,6.51,37.50,0,60.22
Kernel,9.99,9.24,0.17,5.99,25,56.88,97.57
Kernel,17.73,19.03,0.11,19.91,50,1.88,99.66
Kernel,8.12,11.33,2.59,6.13,25,0,81.53
Kernel,10.18,9.41,0.17,6.12,25,56.88,97.68
Kernel,9.69,8.96,0.16,6.11,25,56.88,95.03
Kernel,17.21,18.82,0.23,18.63,50,5.18,97.47
Kernel,17.12,19.06,0.36,20.18,50,7.64,96.57
Kernel,7.79,11.07,1.64,6.16,25,0,86.54
Kernel,16.85,18.50,0.24,19.51,50,5.67,99.12
Kernel,10.28,9.51,0.17,6.28,25,56.78,98.96
Kernel,9.85,9.11,0.16,6.16,25,56.86,96.33
Kernel,15.74,13.36,0.59,18.55,75,9.89,97.64
unrolled_elementwise_kernel,61.98,45.35,45.35,88.22,100,37.77,43.73
unrolled_elementwise_kernel,61.97,56.97,56.97,91.00,100,35.94,44.58
reduce_kernel,13.63,68.69,68.69,96.85,100,0,11.14
vectorized_elementwise_kernel,0.01,10.09,0.05,4.62,100,33.33,100.81
vectorized_elementwise_kernel,11.78,78.82,78.82,83.12,100,44.26,52.02
elementwise_kernel,11.69,37.26,4.30,40.57,100,36.67,92.60
elementwise_kernel,10.37,49.31,3.80,40.36,100,2.85,94.12
vectorized_elementwise_kernel,4.78,12.21,0.03,39.92,100,0,99.59
indexFuncLargeIndex,29.97,10.45,6.34,43.75,100,10.71,58.65
vectorized_elementwise_kernel,5.29,12.10,0.03,55.43,100,0,99.06
vectorized_elementwise_kernel,5.31,12.18,0.03,44.29,100,0,97.21
indexFuncLargeIndex,32.36,11.19,3.90,45.63,100,10.74,72.02
vectorized_elementwise_kernel,0.01,11.26,0.04,5.76,100,0,100.54
vectorized_elementwise_kernel,0.00,10.26,0.04,4.57,100,0,99.43
vectorized_elementwise_kernel,0.00,10.22,0.04,4.13,100,0,99.57
vectorized_elementwise_kernel,0.00,10.46,0.04,4.71,100,0,99.46
elementwise_kernel,0.01,8.41,0.11,5.44,100,8.33,99.21
elementwise_kernel,1.55,8.35,0.10,6.34,100,25,99.25
vectorized_elementwise_kernel,0.66,10.59,2.38,6.14,100,0,80.13
softmax_warp_backward,0.63,10.04,2.23,5.62,100,0,81.82
unrolled_elementwise_kernel,1.02,5.82,0.77,6.11,100,15.58,87.71
unrolled_elementwise_kernel,0.01,7.74,0.16,5.77,100,0,96.84
