Kernel Name,Compute throughput,Memory throughput,DRAM throughput,Achieved occupancy,Maximum occupancy,L1 hit rate,L2 hit rate
reduce_kernel,0.01,4.26,0.31,3.61,56.25,8.33,91.87
elementwise_kernel,0.02,7.68,0.37,6.48,100,8.33,94.01
vectorized_elementwise_kernel,0.01,9.92,0.05,6.60,100,0,99.28
reduce_kernel,0.02,7.23,0.38,6.88,100,0,95.06
vectorized_elementwise_kernel,0.00,10.53,0.04,4.23,100,0,101.04
vectorized_elementwise_kernel,0.00,9.89,0.04,4.89,100,50,101.50
vectorized_elementwise_kernel,0.00,9.85,0.04,4.89,100,0,100.78
vectorized_elementwise_kernel,0.00,9.61,0.04,4.11,100,33.33,99.47
vectorized_elementwise_kernel,0.58,12.45,0.03,4.77,100,0,98.98
_scatter_gather_elementwise_kernel,0.01,7.17,0.18,6.19,100,0,96.49
reduce_kernel,0.23,5.08,1.32,6.38,37.50,41.25,79.34
reduce_kernel,0.02,7.15,0.41,6.27,100,8.33,93.36
index_elementwise_kernel,0.01,7.39,0.33,6.37,75,25,94.75
reduce_kernel,0.02,6.45,0.37,6.39,100,8.33,93.40
reduce_kernel,0.01,5.14,0.31,1.59,37.50,58.33,92.99
DeviceScanInitKernel,0.01,10.62,0.03,6.22,100,0,99.45
DeviceScanKernel,0.03,8.06,0.19,6.44,75,5.88,96.55
vectorized_elementwise_kernel,0.01,9.35,0.07,5.66,100,8.33,98.84
reduce_kernel,0.02,6.63,0.37,5.15,100,0,93.13
compute_cuda_kernel,0.29,8.55,0.06,25.46,100,76.51,99.16
indexSelectLargeIndex,0.02,7.39,0.04,6.66,100,5.45,99.60
elementwise_kernel_with_index,0.02,11.53,0.03,2.47,100,0,99.57
radixSortKVInPlace,0.06,1.00,0.06,1.57,12.50,50,92.14
vectorized_elementwise_kernel,0.02,8.62,0.15,5.83,75,0,97.53
indexSelectLargeIndex,27.33,7.85,0.51,45.99,100,35.25,94.86
vectorized_elementwise_kernel,4.89,12.32,0.03,37.09,100,0,98.79
elementwise_kernel_with_index,0.02,11.51,0.03,3.29,100,0,99.55
radixSortKVInPlace,0.05,1.38,0.09,1.56,12.50,50,92.27
vectorized_elementwise_kernel,0.02,8.34,0.14,6.85,75,0,97.35
indexSelectLargeIndex,24.14,7.94,3.39,44.71,100,32.21,73.04
kernel,2.19,16.81,3.68,6.07,18.75,5.55,85.57
Kernel,4.38,7.41,4.24,6.22,25,0,59.01
splitKreduce_kernel,0.24,7.99,0.24,12.79,100,0,96.36
Kernel,7.96,11.34,5.97,6.77,25,0,74.09
splitKreduce_kernel,2.52,9.90,8.89,22.52,100,0,43.28
kernel,2.33,18.43,3.90,6.13,18.75,5.55,87.29
kernel,2.21,17.54,3.71,5.99,18.75,5.55,87.21
Kernel,4.27,7.68,4.25,5.91,25,0,61.28
splitKreduce_kernel,0.26,7.50,0.64,16.72,100,0,90.46
Kernel,4.29,7.91,4.39,6.61,25,0,61.93
splitKreduce_kernel,0.34,7.97,1.20,19.03,100,0,84.89
Kernel,4.87,8.70,4.84,6.22,25,0,70.48
splitKreduce_kernel,1.76,8.85,3.00,23.65,100,0,70.43
Kernel,4.36,7.61,4.36,6.24,25,0,60.57
splitKreduce_kernel,0.26,7.38,0.72,17.03,100,0,89.57
kernel,2.31,18.49,3.88,6.15,18.75,5.55,87.02
kernel,2.27,18.08,3.81,5.93,18.75,5.55,87.40
Kernel,4.21,8.31,4.51,6.32,25,0,64.74
splitKreduce_kernel,0.58,7.67,1.85,19.59,100,0,76.93
elementwise_kernel,1.27,5.19,0.32,5.85,100,22.21,92.77
elementwise_kernel,0.81,5.67,0.56,6.20,100,15.24,89.88
gemvNSP_kernel,7.56,10.10,2.67,34.52,75,31.09,81.43
Kernel,2.56,6.41,2.12,6.38,25,0,72.97
Kernel,11.85,19.57,1.93,12.14,56.25,13.78,89.85
gemvNSP_kernel,7.59,10.29,2.68,34.05,75,31.09,80.24
gemvNSP_kernel,7.92,10.70,2.78,34.30,75,31.09,81.60
Kernel,2.63,6.72,2.17,6.20,25,0,73.83
Kernel,3.78,7.77,2.29,6.24,43.75,0,82.89
Kernel,9.52,15.52,2.01,9.30,56.25,3.06,89.83
Kernel,2.57,6.60,2.12,6.42,25,0,74.38
gemvNSP_kernel,7.31,9.82,2.58,33.32,75,31.09,81.87
gemvNSP_kernel,6.98,9.34,2.45,31.83,75,31.09,81.72
Kernel,4.20,7.55,2.18,6.10,31.25,0,83.02
elementwise_kernel,11.35,36.34,4.16,39.53,100,36.93,91.39
elementwise_kernel,10.47,50.23,3.85,40.96,100,2.85,93.86
vectorized_elementwise_kernel,4.87,12.56,0.03,34.90,100,0,99.41
index_elementwise_kernel,19.91,9.29,4.37,39.87,100,36.48,68.39
reduce_kernel,14.23,13.19,3.82,41.08,56.25,47.02,75.34
vectorized_elementwise_kernel,5.35,12.38,0.03,48.73,100,0,100.03
vectorized_elementwise_kernel,5.23,12.82,0.03,29.17,100,0,98.96
index_elementwise_kernel,21.10,9.53,4.61,42.02,100,36.45,67.73
elementwise_kernel,18.33,11.32,5.09,43.63,100,36.58,69.44
reduce_kernel,3.40,6.08,4.13,6.19,56.25,20.34,59.64
vectorized_elementwise_kernel,5.10,11.63,0.03,42.26,100,0,99.68
kernel2,22.63,12.81,11.41,21.11,56.25,0,59.02
rmsnorm_fwd_tuned_kernel,5.57,10.67,6.26,14.05,25,25.12,67.93
Kernel,15.83,28.02,13.10,6.33,6.25,0,66.69
splitKreduce_kernel,19.08,14.86,11.74,65.22,100,0,42.46
elementwise_kernel,3.73,6.78,1.45,12.26,100,23.81,81.44
rmsnorm_fwd_general_kernel,5.00,8.81,1.85,11.48,100,30.21,82.77
elementwise_kernel,0.95,5.92,0.46,6.70,100,25,92.12
rmsnorm_fwd_general_kernel,1.29,7.71,0.53,6.33,100,26.81,92.80
fused_rope_forward,6.48,6.21,1.75,11.85,100,60,75.98
fused_rope_forward,4.18,6.35,1.07,11.29,100,68.18,86.00
elementwise_kernel,0.98,6.21,0.47,6.79,100,25,93.73
elementwise_kernel_with_index,0.00,10.52,0.03,2.87,100,0,99.45
elementwise_kernel_with_index,0.00,11.45,0.03,2.13,100,0,99.65
flash_fwd_kernel,0.84,2.06,0.68,6.28,12.50,8.54,78.48
Kernel,10.21,16.10,7.19,6.19,18.75,0,73.06
kernel2,21.91,12.95,11.08,20.50,56.25,0,60.88
rmsnorm_fwd_tuned_kernel,5.55,11.12,6.23,15.90,25,25.12,69.41
Kernel,6.16,13.59,7.21,6.29,25,0,80.34
splitKreduce_kernel,4.09,10.74,7.83,23.79,100,0,51.15
_scatter_gather_elementwise_kernel,0.01,6.17,0.21,6.26,100,2.29,96.88
unrolled_elementwise_kernel,0.01,7.93,0.16,6.09,100,0,98.47
softmax_warp_forward,0.02,9.06,0.06,5.70,100,25,99.06
unrolled_elementwise_kernel,0.01,7.94,0.18,5.72,100,16.67,98.02
unrolled_elementwise_kernel,1.04,5.99,0.45,6.42,100,0,93.44
softmax_warp_forward,1.35,8.30,1.01,5.89,100,0,89.89
gatherTopK,12.66,3.28,0.32,11.25,62.50,89.62,87.07
bitonicSortKVInPlace,2.95,4.39,0.16,3.05,46.88,50,97.10
vectorized_elementwise_kernel,0.43,11.50,0.04,5.96,100,0,99.59
unrolled_elementwise_kernel,1.04,5.98,0.45,5.94,100,0,92.09
_scatter_gather_elementwise_kernel,0.08,5.97,0.21,6.10,100,0,97.57
unrolled_elementwise_kernel,1.00,6.07,0.79,6.24,100,14.26,88.72
vectorized_elementwise_kernel,0.58,12.50,0.03,5.94,100,0,100.93
_scatter_gather_elementwise_kernel,0.01,6.90,0.17,6.16,100,0,97.70
reduce_kernel,0.22,5.08,1.28,6.44,37.50,40,81.24
reduce_kernel,0.03,2.72,0.44,5.88,56.25,1.15,86.38
vectorized_elementwise_kernel,0.01,10.27,0.06,6.39,100,8.33,101.44
unrolled_elementwise_kernel,0.01,9.27,0.19,5.49,100,0,98.10
reduce_kernel,0.02,7.04,0.39,5.49,100,0,95.36
unrolled_elementwise_kernel,0.13,6.01,0.29,6.28,100,0,96.42
reduce_kernel,0.02,4.74,0.34,3.53,56.25,8.33,93.69
elementwise_kernel,0.02,7.71,0.37,5.84,100,8.33,95.38
vectorized_elementwise_kernel,0.01,10.12,0.05,6.29,100,0,100.76
reduce_kernel,0.02,7.36,0.39,6.02,100,0,94.76
vectorized_elementwise_kernel,0.00,10.73,0.04,4.96,100,0,101.03
vectorized_elementwise_kernel,0.00,10.30,0.04,4.64,100,50,100.97
vectorized_elementwise_kernel,0.00,9.87,0.04,4.86,100,0,99.31
unrolled_elementwise_kernel,0.01,10.08,0.04,4.60,100,33.33,99.55
vectorized_elementwise_kernel,0.57,12.37,0.03,5.98,100,0,100.72
_scatter_gather_elementwise_kernel,0.01,7.04,0.17,5.99,100,0,96.79
reduce_kernel,0.23,5.07,1.32,6.19,37.50,40,79.47
reduce_kernel,0.02,7.38,0.42,6.18,100,8.33,94.38
index_elementwise_kernel,0.01,7.43,0.32,6.67,75,25,96.41
reduce_kernel,0.02,6.65,0.38,6.01,100,8.33,93.24
reduce_kernel,0.01,4.98,0.30,1.58,37.50,58.33,93.71
DeviceScanInitKernel,0.01,10.32,0.03,6.43,100,0,100.58
DeviceScanKernel,0.03,8.17,0.19,6.34,75,5.88,96.69
vectorized_elementwise_kernel,0.01,9.33,0.06,6.75,100,8.33,100.30
reduce_kernel,0.02,6.40,0.35,5.59,100,0,93.27
compute_cuda_kernel,0.29,8.49,0.06,26.18,100,77.52,99.03
indexSelectLargeIndex,0.03,7.96,0.05,6.32,100,5.45,100.48
elementwise_kernel_with_index,0.02,11.01,0.03,3.08,100,0,99.62
radixSortKVInPlace,0.06,1.00,0.06,1.57,12.50,50,93.34
vectorized_elementwise_kernel,0.02,8.36,0.14,7.90,75,0,97.65
indexSelectLargeIndex,27.93,8.07,0.52,48.61,100,35.19,94.91
vectorized_elementwise_kernel,4.93,13.25,0.03,37.77,100,0,99.77
elementwise_kernel_with_index,0.02,11.86,0.03,3.08,100,0,101.18
radixSortKVInPlace,0.05,1.42,0.09,1.58,12.50,50,93.51
vectorized_elementwise_kernel,0.02,8.91,0.15,6.21,75,0,98.73
indexSelectLargeIndex,25.65,8.54,3.61,43.14,100,32.53,71.58
kernel,2.38,18.26,4.00,6.07,18.75,5.55,84.02
Kernel,4.36,7.67,4.22,6.25,25,0,62.49
splitKreduce_kernel,0.23,7.93,0.24,13.87,100,0,96.16
Kernel,7.76,10.87,5.83,5.78,25,0,74.07
splitKreduce_kernel,2.65,10.44,9.36,23.58,100,0,44.13
kernel,2.28,17.40,3.84,6.12,18.75,5.55,84.34
kernel,2.31,18.12,3.90,5.95,18.75,5.55,85.68
Kernel,4.13,7.45,4.13,6.35,25,0,63.24
splitKreduce_kernel,0.27,7.65,0.66,15.30,100,0,90.48
Kernel,4.32,8.10,4.41,6.50,25,0,65.09
splitKreduce_kernel,0.35,8.28,1.25,20.83,100,0,84.63
Kernel,4.88,9.02,4.83,6.34,25,0,70.09
splitKreduce_kernel,1.82,9.13,3.11,21.84,100,0,69.61
Kernel,4.43,8.00,4.42,6.57,25,0,63.09
splitKreduce_kernel,0.27,7.69,0.75,17.21,100,0,89.18
kernel,2.37,17.87,3.98,6.07,18.75,5.55,81.20
kernel,2.34,18.31,3.95,5.93,18.75,5.55,82.71
Kernel,4.33,8.19,4.63,6.26,25,0,64.12
splitKreduce_kernel,0.62,8.00,1.93,18.72,100,0,75.94
elementwise_kernel,1.27,5.23,0.32,5.92,100,21.80,91.32
elementwise_kernel,0.84,5.93,0.59,5.77,100,15.33,87.48
gemvNSP_kernel,7.61,10.27,2.68,36.06,75,31.09,81.81
Kernel,2.55,6.47,2.10,6.05,25,0,72.42
Kernel,11.55,19.08,1.88,12.36,56.25,13.78,88.74
gemvNSP_kernel,7.31,9.74,2.57,37.16,75,31.09,81.40
gemvNSP_kernel,7.04,9.34,2.48,33.83,75,31.09,79.12
Kernel,2.53,6.48,2.10,6.34,25,0,72.29
Kernel,3.77,7.75,2.30,6.40,43.75,0,82.76
Kernel,9.43,15.36,2.00,9.13,56.25,2.80,88.36
Kernel,2.64,6.83,2.19,5.70,25,0,73.87
gemvNSP_kernel,7.41,10.02,2.61,37.92,75,31.09,81.13
gemvNSP_kernel,7.44,10.01,2.62,34.53,75,31.09,80.51
Kernel,4.11,7.42,2.14,6.13,31.25,0,83.34
elementwise_kernel,11.61,35.07,4.25,39.99,100,41.15,90.43
elementwise_kernel,10.58,50.37,3.88,39.52,100,2.84,93.83
vectorized_elementwise_kernel,4.85,12.56,0.03,39.10,100,0,99.29
index_elementwise_kernel,19.48,9.01,4.27,40.15,100,36.42,67.73
reduce_kernel,14.44,13.25,3.88,42.06,56.25,38.33,83.12
vectorized_elementwise_kernel,5.50,12.74,0.03,41.71,100,0,99.73
vectorized_elementwise_kernel,5.39,13.60,0.03,40.59,100,0,98.82
index_elementwise_kernel,21.85,10.04,4.77,43.10,100,36.30,68.13
elementwise_kernel,18.72,11.64,5.20,44.22,100,36.50,69.07
reduce_kernel,3.46,6.20,4.21,6.70,56.25,18.96,59.45
vectorized_elementwise_kernel,5.29,12.11,0.03,42.83,100,0,99.95
kernel2,22.95,12.70,11.64,20.34,56.25,0,57.08
distribution_elementwise_grid_stride_kernel,43.63,7.13,0.03,59.92,75,47.26,99.82
vectorized_elementwise_kernel,6.03,14.18,8.37,39.02,100,50,67.70
vectorized_elementwise_kernel,6.60,14.41,11.76,39.88,100,0,57.32
vectorized_elementwise_kernel,0.82,11.15,0.03,5.50,100,0,99.91
elementwise_kernel,22.52,12.75,5.66,44.91,100,14.71,68.65
elementwise_kernel,23.56,9.98,0.77,43.80,100,35.90,92.58
reduce_kernel,1.19,3.64,2.71,24.77,100,0.72,53.29
indexSelectLargeIndex,26.83,8.25,3.83,47.43,100,32.41,68.37
vectorized_elementwise_kernel,4.89,11.94,0.03,32.26,100,0,98.85
indexSelectLargeIndex,25.94,7.86,3.65,46.87,100,32.52,67.94
kernel,1.44,7.80,2.38,6.29,18.75,37.65,73.04
Kernel,2.61,6.72,2.14,6.20,25,0,80.71
splitKreduce_kernel,0.11,7.49,0.14,11.69,100,0,97.53
Kernel,5.29,10.16,4.40,6.16,25,0,80.43
splitKreduce_kernel,1.29,8.60,4.58,23.69,100,0,58.15
kernel,1.43,7.67,2.34,6.25,18.75,37.65,71.39
kernel,1.44,7.71,2.36,5.97,18.75,37.65,71.67
Kernel,2.71,6.99,2.32,6.38,25,0,79.18
splitKreduce_kernel,0.14,8.06,0.38,16.91,100,0,93.47
Kernel,2.79,7.36,2.51,6.22,25,0,78.93
splitKreduce_kernel,0.17,7.79,0.63,19.80,100,0,91.16
Kernel,5.36,9.08,3.51,6.08,25,0,80.40
splitKreduce_kernel,0.80,8.00,2.73,20.05,100,0,70.39
Kernel,2.71,6.99,2.34,6.04,25,0,79.19
splitKreduce_kernel,0.14,7.71,0.41,15.10,100,0,93.84
kernel,1.44,7.70,2.36,6.19,18.75,37.65,71.91
kernel,1.36,7.27,2.23,6.14,18.75,37.65,72.44
Kernel,2.81,7.70,2.74,6.32,25,0,80.41
splitKreduce_kernel,0.29,7.32,0.95,19.25,100,0,86.65
Kernel,6.59,6.37,0.16,6.01,25,57.26,97.00
Kernel,9.89,10.62,0.13,9.15,50,0.46,98.05
Kernel,10.02,17.15,2.22,9.16,50,3.63,89.42
Kernel,6.81,6.58,0.17,6.32,25,57.17,95.91
Kernel,6.75,6.46,0.17,6.07,25,57.20,95.40
Kernel,9.35,10.22,0.24,9.27,50,1.27,97.12
Kernel,9.34,10.35,0.38,8.98,50,1.87,95.86
Kernel,10.66,17.18,1.44,9.06,50,3.34,89.99
Kernel,10.00,10.96,0.28,9.51,50,1.39,97.20
Kernel,6.86,6.58,0.17,6.14,25,57.11,97.27
Kernel,6.58,6.27,0.16,6.35,25,57.17,96.31
Kernel,9.70,11.02,0.62,9.42,50,2.41,94.47
vectorized_elementwise_kernel,0.41,9.98,0.84,6.23,100,0.10,90.21
elementwise_kernel,0.87,6.11,0.60,6.07,100,15.67,89.68
elementwise_kernel,1.12,5.68,0.58,5.78,100,15.73,89.09
CatArrayBatchedCopy,12.34,7.98,0.64,77.64,100,16.50,90.75
kernel,12.02,6.64,3.79,15.90,18.75,90.99,60.03
Kernel,2.30,6.45,3.77,1.59,31.25,0,57.34
Kernel,14.03,21.35,3.63,11.69,50,14.49,82.32
kernel,11.79,6.50,3.73,17.01,18.75,90.98,55.86
kernel,12.26,6.77,3.87,16.13,18.75,90.99,55.83
Kernel,2.32,6.76,3.80,1.56,31.25,0,62.65
Kernel,2.30,6.87,3.78,1.55,31.25,0,63.04
Kernel,11.20,16.82,3.78,9.07,50,3.26,71.47
Kernel,2.34,6.91,3.83,1.65,31.25,0,64.07
kernel,11.87,6.55,3.76,16.00,18.75,90.99,56.14
kernel,12.31,6.78,3.88,17.32,18.75,90.99,56.25
Kernel,4.84,6.75,3.88,6.17,37.50,0,59.54
Kernel,10.17,9.41,0.17,6.20,25,56.88,97.83
Kernel,17.37,18.66,0.11,18.50,50,2.04,98.70
Kernel,8.16,11.46,2.60,6.34,25,0,82.59
Kernel,9.67,8.94,0.16,6.39,25,56.88,96.49
Kernel,9.67,8.94,0.16,6.20,25,56.88,97.84
Kernel,17.97,19.64,0.23,19.49,50,5.55,97.25
Kernel,17.03,18.95,0.36,19.17,50,8.12,98.61
Kernel,7.50,10.67,1.58,6.27,25,0,86.74
Kernel,17.24,18.89,0.25,19.28,50,6.07,97.97
Kernel,10.05,9.30,0.17,6.13,25,56.78,97.06
Kernel,10.12,9.36,0.17,6.13,25,56.87,97.90
Kernel,16.16,13.70,0.61,18.76,75,10.42,95.92
unrolled_elementwise_kernel,61.59,44.94,44.94,87.95,100,37.76,49.58
unrolled_elementwise_kernel,62.39,57.58,57.58,90.57,100,35.80,48.13
elementwise_kernel,11.60,34.70,4.25,39.99,100,40.61,90.58
elementwise_kernel,10.50,49.35,3.86,40.06,100,2.85,93.65
vectorized_elementwise_kernel,4.96,12.44,0.03,32.80,100,0,101.57
indexFuncLargeIndex,28.82,10.14,6.12,44.89,100,10.71,61.24
vectorized_elementwise_kernel,5.39,12.76,0.03,40.52,100,0,99.49
vectorized_elementwise_kernel,5.52,12.81,0.03,50.77,100,0,98.94
indexFuncLargeIndex,31.96,11.13,3.86,46.53,100,10.71,73.32
vectorized_elementwise_kernel,0.01,10.98,0.03,6.03,100,0,99.49
vectorized_elementwise_kernel,0.00,10.03,0.04,4.52,100,0,99.43
vectorized_elementwise_kernel,0.00,9.65,0.03,3.53,100,0,99.58
vectorized_elementwise_kernel,0.00,10.55,0.04,4.32,100,0,99.75
elementwise_kernel,0.01,8.61,0.12,6.09,100,8.33,97.91
elementwise_kernel,1.62,8.64,0.10,6.79,100,25,98.09
vectorized_elementwise_kernel,0.65,10.35,2.33,6.15,100,0,80.05
softmax_warp_backward,0.65,10.22,2.31,5.89,100,0,79.61
unrolled_elementwise_kernel,1.05,5.88,0.79,6.18,100,15.60,87.07
unrolled_elementwise_kernel,0.01,7.70,0.16,6.38,100,0,97.40
vectorized_elementwise_kernel,0.01,9.48,0.06,5.91,100,0,99.45
softmax_warp_backward,0.01,10.04,0.06,5.89,100,14.89,99.59
unrolled_elementwise_kernel,0.01,7.57,0.17,5.20,100,13.04,96.88
vectorized_elementwise_kernel,0.43,11.42,0.04,6.20,100,0,100.60
_scatter_gather_elementwise_kernel,0.02,5.88,0.22,5.55,100,0,96.10
vectorized_elementwise_kernel,0.58,9.97,1.21,6.08,100,33.33,87.79
Kernel,6.26,9.12,5.16,5.70,25,0,63.06
Kernel,10.30,14.14,2.89,6.06,25,0,76.87
vectorized_elementwise_kernel,6.26,14.85,14.85,38.35,100,0,49.97
unrolled_elementwise_kernel,11.16,9.64,7.49,22.43,100,40,59.43
rmsnorm_bwd_tuned_kernel,6.32,44.19,8.26,20.42,31.25,26.20,86.20
rmsnorm_bwd_finalize_tuned_kernel,6.87,24.01,24.01,52.88,100,0,21.79
vectorized_elementwise_kernel,6.44,16.22,15.27,38.00,100,0,55.56
unrolled_elementwise_kernel,0.09,5.45,0.21,6.34,100,40,95.25
vectorized_elementwise_kernel,6.59,14.19,11.73,41.47,100,0,57.16
Kernel,12.95,27.82,11.21,6.18,6.25,0,47.16
splitKreduce_kernel,13.41,15.79,13.44,45.19,100,0,37.56
Kernel,13.59,28.97,4.85,6.25,6.25,0,84.64
flash_bwd_dot_do_o_kernel,0.77,6.80,2.33,11.76,62.50,47.99,80.62
flash_bwd_dq_dk_dv_loop_seqk_parallel_kernel,1.51,2.35,1.24,12.50,12.50,1.66,66.70
flash_bwd_convert_dq_kernel,0.90,6.08,2.44,12.17,62.50,0.97,69.96
reduce_kernel,1.69,5.54,1.43,6.39,56.25,26.96,78.75
reduce_kernel,1.73,5.69,1.46,5.91,56.25,27.49,80.55
fused_rope_backward,6.79,5.49,0.93,10.45,100,81.58,84.16
fused_rope_backward,7.94,5.90,1.66,11.99,100,71.43,75.36
rmsnorm_bwd_general_kernel,1.53,7.01,0.87,6.23,100,18.24,87.83
rmsnorm_bwd_finalize_general_kernel,0.05,6.07,0.21,5.98,100,0,96.10
unrolled_elementwise_kernel,0.01,8.94,0.26,6.32,100,40,96.16
rmsnorm_bwd_general_kernel,5.80,8.04,3.14,11.62,100,20.86,73.77
rmsnorm_bwd_finalize_general_kernel,0.06,2.94,0.36,6.27,100,0,87.28
unrolled_elementwise_kernel,0.01,8.65,0.25,7.10,100,40,96.06
CatArrayBatchedCopy,18.12,7.66,2.04,75.91,100,21.71,77.47
Kernel,17.10,28.79,10.96,6.31,25,0,80.75
Kernel,15.59,28.50,4.46,9.06,18.75,0,89.02
rmsnorm_bwd_tuned_kernel,6.60,46.46,8.61,18.87,31.25,25.90,85.28
rmsnorm_bwd_finalize_tuned_kernel,6.85,23.92,23.92,46.58,100,0,16.54
vectorized_elementwise_kernel,6.04,14.30,14.30,37.19,100,33.33,50.00
unrolled_elementwise_kernel,0.09,5.64,0.22,6.19,100,40,95.19
vectorized_elementwise_kernel,6.67,14.50,11.82,39.95,100,0,57.06
vectorized_elementwise_kernel,0.84,11.54,0.03,6.61,100,0,99.45
elementwise_kernel,22.45,12.80,5.63,44.18,100,14.73,68.57
elementwise_kernel,23.82,9.90,0.78,46.32,100,35.86,94.98
reduce_kernel,1.19,3.59,2.72,25.23,100,0.73,52.16
indexSelectLargeIndex,26.03,7.90,3.70,47.69,100,32.34,67.17
vectorized_elementwise_kernel,4.88,12.25,0.03,38.74,100,0,98.83
indexSelectLargeIndex,25.29,7.61,3.56,47.03,100,32.56,66.73
kernel,1.36,7.26,2.23,7.14,18.75,37.65,72.25
Kernel,2.71,6.81,2.21,6.27,25,0,80.03
splitKreduce_kernel,0.10,7.01,0.13,13.21,100,0,97.92
Kernel,5.37,10.29,4.47,6.45,25,0,80.61
splitKreduce_kernel,1.27,8.57,4.54,23.60,100,0,58.41
kernel,1.43,7.77,2.35,6.70,18.75,37.65,73.20
kernel,1.42,7.66,2.32,6.44,18.75,37.65,73.53
Kernel,2.56,6.58,2.19,6.60,25,0,79.79
splitKreduce_kernel,0.12,7.20,0.34,16.57,100,0,94.41
Kernel,2.72,7.17,2.45,6.23,25,0,80.56
splitKreduce_kernel,0.17,7.57,0.61,20.74,100,0,91.18
Kernel,5.21,8.85,3.43,6.63,25,0,82.05
splitKreduce_kernel,0.77,7.73,2.64,20.63,100,0,71.39
Kernel,2.61,6.73,2.26,5.97,25,0,79.64
splitKreduce_kernel,0.14,7.42,0.39,16.93,100,0,94.06
kernel,1.48,7.87,2.43,6.66,18.75,37.65,71.56
kernel,1.50,8.03,2.47,6.19,18.75,37.65,72.20
Kernel,2.77,7.69,2.69,6.42,25,0,80.13
splitKreduce_kernel,0.30,7.48,0.97,18.06,100,0,87.04
Kernel,6.74,6.37,0.17,6.17,25,57.26,97.19
Kernel,9.73,10.44,0.13,8.78,50,0.46,99.50
Kernel,10.14,17.37,2.25,8.95,50,3.63,88.15
Kernel,6.62,6.41,0.17,6.43,25,57.20,99.27
Kernel,6.97,6.68,0.17,6.32,25,57.18,98.52
Kernel,9.78,10.69,0.25,8.58,50,1.27,98.59
Kernel,9.72,10.77,0.40,9.29,50,1.87,98.38
Kernel,10.17,16.40,1.37,8.70,50,3.34,91.49
Kernel,9.64,10.56,0.27,9.15,50,1.39,98.09
Kernel,6.71,6.40,0.17,6.17,25,57.05,97.82
Kernel,6.73,6.51,0.17,6.21,25,57.19,99.15
Kernel,9.43,10.72,0.60,9.32,50,2.41,96.42
vectorized_elementwise_kernel,0.41,10.22,0.85,6.07,100,0.10,92.38
elementwise_kernel,0.83,5.87,0.58,6.22,100,15.75,88.76
elementwise_kernel,1.11,5.61,0.57,5.89,100,15.83,90.21
CatArrayBatchedCopy,11.87,7.70,0.61,67.96,100,16.21,92.36
kernel,11.90,6.57,3.76,16.06,18.75,90.99,60.57
Kernel,2.36,6.78,3.85,1.67,31.25,0,60.87
Kernel,14.25,21.67,3.69,11.65,50,15.95,75.39
kernel,12.25,6.79,3.86,14.92,18.75,90.98,57.04
kernel,12.37,6.96,3.91,15.28,18.75,91.00,61.10
Kernel,2.27,6.79,3.71,1.56,31.25,0,63.22
Kernel,2.30,7.06,3.77,1.57,31.25,0,65.94
Kernel,10.63,15.96,3.60,9.20,50,3.54,72.52
Kernel,2.37,7.12,3.90,1.54,31.25,0,64.34
kernel,11.88,6.54,3.76,15.68,18.75,90.99,59.92
kernel,11.98,6.77,3.79,16.13,18.75,90.99,61.80
Kernel,4.78,7.20,3.85,5.75,37.50,0,64.82
Kernel,9.92,9.17,0.16,6.41,25,56.88,96.72
Kernel,17.90,19.23,0.12,18.87,50,1.54,101.82
Kernel,8.26,11.55,2.63,6.27,25,0,78.64
Kernel,10.21,9.44,0.17,6.21,25,56.88,96.89
Kernel,9.81,9.07,0.16,6.07,25,56.87,97.24
Kernel,17.24,18.82,0.23,18.61,50,4.24,97.37
Kernel,16.75,18.62,0.35,19.29,50,6.28,97.41
Kernel,7.78,11.03,1.64,5.98,25,0,86.43
Kernel,17.42,19.10,0.25,17.47,50,4.65,97.82
Kernel,10.31,9.53,0.17,6.24,25,56.78,97.90
Kernel,9.74,9.01,0.16,6.18,25,56.88,98.06
Kernel,15.47,13.12,0.58,19.40,75,8.14,95.95
unrolled_elementwise_kernel,62.20,45.01,45.01,86.44,100,37.87,47.94
unrolled_elementwise_kernel,62.24,57.32,57.32,91.43,100,35.83,47.42
elementwise_kernel,11.20,35.56,4.11,39.46,100,37.15,92.42
elementwise_kernel,10.76,50.10,3.94,39.88,100,2.86,92.04
vectorized_elementwise_kernel,4.95,12.54,0.03,51.57,100,0,99.80
indexFuncLargeIndex,28.96,10.20,6.14,45.21,100,10.71,60.32
vectorized_elementwise_kernel,5.26,12.19,0.03,50.74,100,0,99.63
vectorized_elementwise_kernel,5.51,12.04,0.03,40.60,100,0,99.81
indexFuncLargeIndex,31.38,10.89,3.79,46.48,100,10.71,72.69
vectorized_elementwise_kernel,0.01,11.32,0.04,5.58,100,0,99.47
vectorized_elementwise_kernel,0.00,10.15,0.04,4.00,100,0,99.67
vectorized_elementwise_kernel,0.00,9.94,0.04,4.44,100,0,100.87
vectorized_elementwise_kernel,0.00,10.20,0.04,6.21,100,0,100.99
elementwise_kernel,0.01,9.15,0.13,5.13,100,8.33,99.69
elementwise_kernel,1.58,8.62,0.10,6.41,100,25,100.11
vectorized_elementwise_kernel,0.63,10.24,2.29,4.13,100,0,80.04
softmax_warp_backward,0.65,10.17,2.29,5.91,100,0,79.20
unrolled_elementwise_kernel,1.06,6.02,0.80,6.39,100,15.20,87.84
